day.s,sex,mass_div_100,stage,human_rate_scaled,dog_rate_scaled,lnCort,uid,area,year
18.7,F,6.95,A,0.955,0.952,3.5,R1069_L1403,log_3_crow,2021
18.7,F,2.95,P,0.955,0.952,3.7,R1166,log_3_crow,2021
18.7,M,4.15,P,0.955,0.952,3.4,R1216,log_3_crow,2021
18.7,M,4.95,P,0.955,0.952,3.4,R1205,log_2_crow,2021
18.7,M,2.85,P,0.955,0.952,3.2,R1155,log_1_crow,2021
18.7,F,7,A,0.955,0.952,3.6,R1208,bathroom_crow,2021
18.8,M,6,A,0.955,0.952,3.6,R1163,log_1_crow,2021
18.8,M,6.25,A,0.955,0.952,3.6,R1145,log_3_crow,2021
18.8,M,5.4,A,0.955,0.952,3.7,R1206,log_2_crow,2021
18.8,F,7.35,A,0.955,0.952,3.3,R1102,log_3_crow,2021
18.8,F,2.9,P,0.955,0.952,3,R1226,log_1_crow,2021
18.8,F,5.85,A,0.955,0.952,3.5,R1126,log_1_crow,2021
18.8,M,4.85,A,0.955,0.952,3.5,R1162,log_3_crow,2021
20,F,7.85,A,0.955,0.952,3.9,R597,log_1_crow,2021
20,M,6.3,A,0.955,0.952,3.6,R1163,log_3_crow,2021
20,M,6.3,A,0.955,0.952,3.3,R1187,log_3_crow,2021
20,F,7.2,A,0.955,0.952,3.8,R1102,log_1_crow,2021
20,M,3.65,P,0.955,0.952,2.7,R1155,log_2_crow,2021
20,M,4.45,P,0.955,0.952,3.5,R1205,log_1_crow,2021
20,F,6,A,0.955,0.952,3.5,R1126,log_1_crow,2021
20,F,5.2,A,0.955,0.952,3.1,R1083,log_3_crow,2021
20,M,5.35,A,0.955,0.952,3.4,R1184,log_3_crow,2021
20,M,6.8,A,0.955,0.952,3.4,R1185,log_3_crow,2021
20,F,5.65,P,0.955,0.952,3,R1153_R1292,log_3_crow,2021
20,F,3.45,P,0.955,0.952,3.1,R1166,log_1_crow,2021
20,F,4.2,P,0.955,0.952,3.2,R1157,log_1_crow,2021
20.1,F,4.05,P,0.955,0.952,3,L1167,log_1_crow,2021
14.2,M,6.7,A,0.833,0.957,4.6,R813_R1020,D_area_crow,2019
14.8,F,6.4,A,0.833,0.957,4.4,R611,D_area_crow,2019
14.8,F,7.25,A,0.833,0.957,4.3,R592,D_area_crow,2019
14.9,F,7.9,A,0.833,0.957,3.9,R150_R751_L230,D_area_crow,2019
16.8,M,2.3,P,0.833,0.957,4,R858,D_area_crow,2019
16.8,M,6.95,A,0.833,0.957,3.2,R729,D_area_crow,2019
16.8,F,1.25,P,0.833,0.957,4,R853,D_area_crow,2019
16.8,F,1.15,P,0.833,0.957,3.8,R860,D_area_crow,2019
16.9,F,1.95,P,0.833,0.957,3.7,R841,D_area_crow,2019
16.9,F,5.92,A,0.833,0.957,2.1,R592,D_area_crow,2019
16.9,F,9.75,A,0.833,0.957,3.2,R828,D_area_crow,2019
17,F,2.75,P,0.833,0.957,2.8,R888,D_area_crow,2019
17,F,3,P,0.833,0.957,3.1,R916,D_area_crow,2019
17,M,1.85,P,0.833,0.957,2.4,R912,D_area_crow,2019
17,F,2.9,P,0.833,0.957,3.3,R917,D_area_crow,2019
17.5,F,7.1,A,0.833,0.957,4.1,R739,D_area_crow,2019
17.7,M,5.9,A,0.833,0.957,4.5,R742,D_area_crow,2019
18.2,M,7.85,A,0.833,0.957,3.3,R729,D_area_crow,2019
18.9,F,6.65,A,0.833,0.957,4.4,R520_L575,D_area_crow,2019
18.9,F,1.7,P,0.833,0.957,3.5,R853,D_area_crow,2019
18.9,F,2.1,P,0.833,0.957,3.8,R870,D_area_crow,2019
19,F,4.55,P,0.833,0.957,3.7,R916,D_area_crow,2019
7.8,F,6.55,A,1,0.957,4.4,R592,B_area_crow,2019
14.2,F,6.7,A,1,0.957,4.3,R611,B_area_crow,2019
14.2,F,6.9,A,1,0.957,3.7,R734,B_area_crow,2019
14.8,F,7.75,A,1,0.957,4.1,R828,B_area_crow,2019
14.8,F,5.1,A,1,0.957,4,R747,B_area_crow,2019
15.4,M,6.1,A,1,0.957,4.9,R729,B_area_crow,2019
15.4,M,7,A,1,0.957,3.7,R738,B_area_crow,2019
15.4,F,5.15,A,1,0.957,4.9,R479,B_area_crow,2019
15.4,F,6.1,A,1,0.957,4.4,R520_L575,B_area_crow,2019
15.4,F,1.7,P,1,0.957,5.2,R842,B_area_crow,2019
15.4,F,6.65,A,1,0.957,4.2,R611,B_area_crow,2019
15.4,F,1.3,P,1,0.957,4.3,R843,B_area_crow,2019
15.4,F,1.2,P,1,0.957,4,R841,B_area_crow,2019
15.4,F,1.15,P,1,0.957,4.1,R877,B_area_crow,2019
15.4,F,2,P,1,0.957,3.7,R878,B_area_crow,2019
15.5,F,1.65,P,1,0.957,4.6,R891,B_area_crow,2019
15.5,F,2.03,P,1,0.957,3.9,R888,B_area_crow,2019
15.5,M,8.1,A,1,0.957,4.2,R826_R892,B_area_crow,2019
15.5,M,1.1,P,1,0.957,4.2,R884,B_area_crow,2019
15.5,M,1.3,P,1,0.957,4.4,R885,B_area_crow,2019
15.6,F,4.95,A,1,0.957,3.7,R617_R875,B_area_crow,2019
15.6,M,1.3,P,1,0.957,4,R861,B_area_crow,2019
16.8,M,1.6,P,1,0.957,3.8,R868,B_area_crow,2019
16.8,F,6.8,A,1,0.957,3.7,R611,B_area_crow,2019
16.8,F,1.2,P,1,0.957,3.2,R896,B_area_crow,2019
16.8,M,1.6,P,1,0.957,3.6,R874,B_area_crow,2019
16.9,F,1.9,P,1,0.957,3.8,R863,B_area_crow,2019
16.9,M,1.75,P,1,0.957,3.4,R885,B_area_crow,2019
16.9,F,5.6,A,1,0.957,2.7,R617_R875,B_area_crow,2019
16.9,F,3.05,P,1,0.957,3.1,R878,B_area_crow,2019
17,M,3.05,P,1,0.957,0.9,R920,B_area_crow,2019
17,F,2.95,P,1,0.957,3,R918,B_area_crow,2019
18.2,M,7.38,A,1,0.957,3.2,R738,B_area_crow,2019
18.2,F,2.3,P,1,0.957,2.7,R878,B_area_crow,2019
18.9,F,4.15,P,1,0.957,3.9,R888,B_area_crow,2019
18.9,F,3.45,P,1,0.957,4,R878,B_area_crow,2019
18.9,F,3.2,P,1,0.957,3.8,R841,B_area_crow,2019
19,M,3.65,P,1,0.957,3.8,R861,B_area_crow,2019
19,F,2.95,P,1,0.957,4.1,R918,B_area_crow,2019
19,F,2.4,P,1,0.957,3.2,R929,B_area_crow,2019
19,F,7.75,A,1,0.957,4.2,R688,B_area_crow,2019
19,F,2.3,P,1,0.957,4.2,R928,B_area_crow,2019
19.8,F,2.05,P,1,0.957,3.5,R853,B_area_crow,2019
19.8,F,3.2,P,1,0.957,4.1,R891,B_area_crow,2019
19.8,M,7,A,1,0.957,4.3,R730,B_area_crow,2019
19.8,F,1.85,P,1,0.957,3.2,R952,B_area_crow,2019
19.8,F,1.7,P,1,0.957,3.6,R951,B_area_crow,2019
19.8,F,8.35,A,1,0.957,4.7,R617_R875,B_area_crow,2019
19.8,F,8.4,A,1,0.957,3.4,R688,B_area_crow,2019
19.8,F,2.2,P,1,0.957,3.1,R860,B_area_crow,2019
8.7,F,5.7,A,0.538,0.966,4.6,R368,A_area_crow,2018
13.6,F,6.15,A,0.538,0.966,5.2,R368,A_area_crow,2018
13.6,F,7.15,A,0.538,0.966,5.1,R489,A_area_crow,2018
13.7,F,6.3,A,0.538,0.966,5,R518_L560,A_area_crow,2018
13.7,F,7,A,0.538,0.966,5.7,R648,A_area_crow,2018
14.1,F,4.95,A,0.538,0.966,6.1,R479,A_area_crow,2018
14.1,F,6.2,A,0.538,0.966,5.9,R368,A_area_crow,2018
14.1,F,6.05,A,0.538,0.966,5.8,R518_L560,A_area_crow,2018
14.1,M,6.55,A,0.538,0.966,6,R465,A_area_crow,2018
14.2,F,6.1,A,0.538,0.966,4.2,R423,A_area_crow,2018
14.3,F,7,A,0.538,0.966,6,R489,A_area_crow,2018
15.5,F,6,A,0.538,0.966,3.8,R518_L560,A_area_crow,2018
15.5,F,6.3,A,0.538,0.966,4.5,R423,A_area_crow,2018
15.6,F,6.9,A,0.538,0.966,4.4,R489,A_area_crow,2018
15.7,M,3.5,P,0.538,0.966,3.3,R779,A_area_crow,2018
17,F,3.35,P,0.538,0.966,4,R780,A_area_crow,2018
17,F,5.5,A,0.538,0.966,4.9,R520_L575,A_area_crow,2018
17,F,6.55,A,0.538,0.966,4.6,R489,A_area_crow,2018
17,M,1.6,P,0.538,0.966,3,R799,A_area_crow,2018
17.1,F,3.35,P,0.538,0.966,4.6,R781,A_area_crow,2018
17.1,F,1.45,P,0.538,0.966,3.2,R783,A_area_crow,2018
17.1,M,1.6,P,0.538,0.966,2.8,R784,A_area_crow,2018
17.2,M,1.85,P,0.538,0.966,4.4,R790,A_area_crow,2018
20.4,F,7.5,A,0.538,0.966,4.3,R368,A_area_crow,2018
20.4,F,6.6,A,0.538,0.966,4.4,R423,A_area_crow,2018
20.5,F,2.15,P,0.538,0.966,3.8,R781,A_area_crow,2018
20.5,M,2.6,P,0.538,0.966,3.5,R799,A_area_crow,2018
15.5,M,10.2,A,0.615,1,4.8,R581,D_area_crow,2018
15.5,F,7.4,A,0.615,1,5.1,R368,D_area_crow,2018
15.5,F,3.1,P,0.615,1,4,R737,D_area_crow,2018
15.5,F,8.4,A,0.615,1,4.2,R450,D_area_crow,2018
15.6,F,3.2,P,0.615,1,4.2,R714,D_area_crow,2018
15.6,F,3.2,P,0.615,1,3.8,R713,D_area_crow,2018
17,F,3.55,P,0.615,1,4,R728,D_area_crow,2018
17.1,F,4.35,P,0.615,1,4.1,R727,D_area_crow,2018
20.4,F,6.65,P,0.615,1,3.5,R734,D_area_crow,2018
8.7,F,4.8,A,0.692,1,4.3,R479,B_area_crow,2018
13.6,F,2.2,P,0.692,1,4.3,R713,B_area_crow,2018
13.6,F,2.5,P,0.692,1,4.8,R719,B_area_crow,2018
13.7,F,2.75,P,0.692,1,3.8,R727,B_area_crow,2018
13.7,F,2.3,P,0.692,1,3.6,R734,B_area_crow,2018
13.7,M,2.25,P,0.692,1,3.8,R750,B_area_crow,2018
13.7,F,2.4,P,0.692,1,4.7,R714,B_area_crow,2018
13.7,M,8.95,A,0.692,1,6.6,R499,B_area_crow,2018
13.8,F,2.4,P,0.692,1,4.2,R744,B_area_crow,2018
14.1,M,2.35,P,0.692,1,5.2,R750,B_area_crow,2018
14.1,F,2.65,P,0.692,1,5,R737,B_area_crow,2018
14.1,F,5.6,A,0.692,1,5.2,R520_L575,B_area_crow,2018
14.1,F,2.85,P,0.692,1,5.2,R727,B_area_crow,2018
14.1,F,2.6,P,0.692,1,5.3,R719,B_area_crow,2018
14.1,F,2.55,P,0.692,1,4.5,R714,B_area_crow,2018
14.2,F,2.45,P,0.692,1,3.7,R734,B_area_crow,2018
14.2,F,7.2,A,0.692,1,4,R450,B_area_crow,2018
14.2,M,9.05,A,0.692,1,6.2,R499,B_area_crow,2018
14.3,F,2.8,P,0.692,1,3.3,R719,B_area_crow,2018
14.3,F,6.3,A,0.692,1,5.2,R617_R875,B_area_crow,2018
14.3,M,10.2,A,0.692,1,4.1,R581,B_area_crow,2018
14.3,F,5.7,A,0.692,1,5.5,R662,B_area_crow,2018
14.3,M,3,P,0.692,1,4.1,R761,B_area_crow,2018
14.3,F,6.9,A,0.692,1,4.4,R611,B_area_crow,2018
15.5,F,3.45,P,0.692,1,3.7,R727,B_area_crow,2018
15.5,F,6.85,A,0.692,1,4.4,R611,B_area_crow,2018
15.5,F,6,A,0.692,1,4.6,R520_L575,B_area_crow,2018
15.5,M,9.5,A,0.692,1,5.3,R499,B_area_crow,2018
15.5,F,3.5,P,0.692,1,4.5,R767,B_area_crow,2018
15.6,F,3.8,P,0.692,1,5,R752,B_area_crow,2018
15.6,F,6.35,A,0.692,1,4,R688,B_area_crow,2018
15.6,F,1.9,P,0.692,1,4.2,R756,B_area_crow,2018
15.6,F,9.8,A,0.692,1,4.8,R648,B_area_crow,2018
15.7,F,6.25,A,0.692,1,5.1,R662,B_area_crow,2018
15.7,F,2,P,0.692,1,4.5,R778,B_area_crow,2018
17,F,5.85,A,0.692,1,5.4,R479,B_area_crow,2018
17,F,4.4,P,0.692,1,4.4,R752,B_area_crow,2018
17,F,6.1,A,0.692,1,5.3,R368,B_area_crow,2018
17,F,3.95,P,0.692,1,4.4,R734,B_area_crow,2018
17,F,3.8,P,0.692,1,4.2,R714,B_area_crow,2018
17,F,3.55,P,0.692,1,4.2,R713,B_area_crow,2018
17.2,F,7.25,A,0.692,1,4.3,R662,B_area_crow,2018
17.2,F,4.45,P,0.692,1,3.6,R778,B_area_crow,2018
17.2,M,3.8,P,0.692,1,3.9,R779,B_area_crow,2018
17.2,M,1.7,P,0.692,1,3.8,R792,B_area_crow,2018
17.2,F,9.4,A,0.692,1,3.4,R611,B_area_crow,2018
17.2,F,3.7,P,0.692,1,3,R713,B_area_crow,2018
17.2,M,4.95,P,0.692,1,3.6,R761,B_area_crow,2018
19,F,6.85,A,0.692,1,3,R479,B_area_crow,2018
19,F,4.85,P,0.692,1,1,R714,B_area_crow,2018
19,F,4.45,P,0.692,1,2.4,R713,B_area_crow,2018
19,F,7.1,A,0.692,1,2.5,R591,B_area_crow,2018
19,F,7.35,A,0.692,1,3.1,R368,B_area_crow,2018
19,F,5.2,P,0.692,1,1.3,R728,B_area_crow,2018
19,F,3.95,P,0.692,1,2.6,R780,B_area_crow,2018
19,F,7.35,A,0.692,1,5.6,R518_L560,B_area_crow,2018
19.1,M,2.05,P,0.692,1,2.3,R799,B_area_crow,2018
19.1,M,2.15,P,0.692,1,2.2,R800,B_area_crow,2018
19.2,F,5.6,A,0.692,1,4.3,R423,B_area_crow,2018
19.2,F,6.2,P,0.692,1,3.8,R752,B_area_crow,2018
20.4,F,7.9,A,0.692,1,3.8,R591,B_area_crow,2018
20.4,F,5.9,P,0.692,1,4,R778,B_area_crow,2018
20.4,F,5.8,P,0.692,1,3.2,R714,B_area_crow,2018
20.4,F,7.35,A,0.692,1,4.3,R479,B_area_crow,2018
20.4,F,5.05,P,0.692,1,4.1,R713,B_area_crow,2018
20.4,F,6.05,P,0.692,1,3.9,R737,B_area_crow,2018
20.4,F,5.65,P,0.692,1,4.1,R728,B_area_crow,2018
20.4,F,6.5,P,0.692,1,3.9,R767,B_area_crow,2018
20.4,M,7.9,A,0.692,1,3.8,R826_R892,B_area_crow,2018
20.4,F,6.9,P,0.692,1,3.8,R752,B_area_crow,2018
20.5,F,4.55,P,0.692,1,4,R780,B_area_crow,2018
20.5,F,8.35,A,0.692,1,4,R688,B_area_crow,2018
20.5,M,2.85,P,0.692,1,3.9,R800,B_area_crow,2018
20.5,M,5.7,A,0.692,1,3.5,R812,B_area_crow,2018
14.5,F,6.2,A,1,1,4.5,R1268,bathroom_crow,2023
14.5,M,6.75,A,1,1,3.5,R1341,bathroom_crow,2023
14.2,F,6,A,1,1,4.2,R423,cheerio_tree_crow,2019
19.8,M,5.45,P,1,1,3.6,R936,cheerio_tree_crow,2019
14.5,F,7.35,A,1,1,3.5,R518_L560,cheerio_tree_crow,2021
14.6,M,7.5,A,1,1,3.9,R984_R1111_L1314,cheerio_tree_crow,2021
15.2,M,7.45,A,1,1,4.2,R984_R1111_L1314,cheerio_tree_crow,2021
15.3,M,4.75,A,1,1,2.8,R1140,cheerio_tree_crow,2021
16.5,F,6.3,A,1,1,3.9,R867,cheerio_tree_crow,2021
16.5,M,7.6,A,1,1,4.2,R984_R1111_L1314,cheerio_tree_crow,2021
17.2,M,2.7,P,1,1,3.4,R1084,cheerio_tree_crow,2021
17.2,F,6.4,A,1,1,3.7,R867,cheerio_tree_crow,2021
17.4,F,2.1,P,1,1,4,R1113,cheerio_tree_crow,2021
9.6,F,4.95,A,1,1,3.9,R741_R1232,log_3_crow,2022
9.6,F,5.25,A,1,1,3.2,R1004_R1249,log_3_crow,2022
13.7,M,8.32,A,1,1,2.8,R1163,log_3_crow,2022
13.7,F,6.35,A,1,1,3.1,R617_R875,log_1_crow,2022
13.7,F,8.2,A,1,1,2.9,R764,log_3_crow,2022
14.3,F,5.9,A,1,1,2.8,R1004_R1249,log_1_crow,2022
14.3,F,1.15,P,1,1,2.6,R1268,log_1_crow,2022
14.6,F,7.05,A,1,1,3.5,R764,log_2_crow,2022
15.1,F,6.25,A,1,1,2.6,R1016_R1261,log_1_crow,2022
15.1,M,1.65,P,1,1,2.5,R1269,log_1_crow,2022
15.1,F,6.6,A,1,1,3.2,R1089,log_1_crow,2022
15.8,M,9.9,A,1,1,4.3,R945,creek_crow,2022
15.9,M,10.25,A,1,1,3.1,R936,creek_crow,2022
15.9,F,6.2,A,1,1,3.6,R1151,creek_crow,2022
16.4,F,2.3,P,1,1,3.2,R1268,log_3_crow,2022
16.4,F,6,A,1,1,3,R977,log_1_crow,2022
16.4,F,7,A,1,1,2.9,R1080,log_1_crow,2022
16.4,F,5.7,A,1,1,2.9,R1151,log_1_crow,2022
16.4,F,3.8,P,1,1,3,R1302,log_2_crow,2022
16.5,F,6.05,A,1,1,2.6,R1016_R1261,log_1_crow,2022
17.8,F,5.85,A,1,1,2.8,R1016_R1261,log_1_crow,2022
17.8,M,3.3,P,1,1,2.9,R1262,log_3_crow,2022
17.8,M,5.45,A,1,1,2.3,R1305,log_1_crow,2022
17.8,F,7.4,A,1,1,2.7,R1080,log_1_crow,2022
17.8,F,5.7,A,1,1,3.4,R977,log_3_crow,2022
17.8,M,9.1,A,1,1,3.6,R945,log_3_crow,2022
17.8,F,5.5,A,1,1,3.3,R1151,log_1_crow,2022
17.9,F,6.85,A,1,1,3,R1051,log_2_crow,2022
17.9,F,4.85,P,1,1,3,R1309,log_3_crow,2022
18,M,8.4,A,1,1,3,R958,log_1_crow,2022
18,F,4.15,P,1,1,2.7,R1302,log_1_crow,2022
18,M,7.9,A,1,1,3.4,R1015,log_3_crow,2022
18,M,3.05,P,1,1,3.6,R1313,log_1_crow,2022
19.2,F,5.9,A,1,1,3.9,R977,log_1_crow,2022
19.2,M,7.3,A,1,1,2.8,R1178,log_1_crow,2022
19.2,F,4.2,P,1,1,3,R1302,log_1_crow,2022
19.2,M,3.35,P,1,1,3.1,R1313,log_1_crow,2022
19.2,F,5.55,A,1,1,3.1,R923,log_1_crow,2022
19.3,F,8,A,1,1,2.9,R1080,log_2_crow,2022
19.3,M,5.15,A,1,1,2.5,R1320,log_1_crow,2022
19.3,M,4.05,P,1,1,2.3,R1307,log_1_crow,2022
19.3,F,2.85,P,1,1,2.7,R1315,log_3_crow,2022
20,M,8.7,A,1,1,4,R945,creek_crow,2022
20,M,9.85,A,1,1,3.6,R1145,creek_crow,2022
20,F,7.7,A,1,1,3.7,R873,creek_crow,2022
20,F,6.6,A,1,1,2.7,R1151,creek_crow,2022
15.5,F,5.7,A,1,1,3.6,R1351,cheerio_tree_Crow,2024
17.6,M,6.9,A,1,1,4.3,R1441,cheerio_tree_Crow,2024
17.7,M,7.8,A,1,1,4.1,R1325_L1437,cheerio_tree_Crow,2024
17.7,M,1.45,P,1,1,4.1,R1508,cheerio_tree_Crow,2024
