day.s,sex,mass_div_100,stage,human_rate_scaled,dog_rate_scaled,lnCort,uid,area,year
16.7,F,7.5,A,0.3,0.158,2.8,R1244,Y_tree_crow,2023
18.4,F,8.1,A,0.3,0.158,3.7,R990,Y_tree_crow,2023
18.4,F,5.9,A,0.3,0.158,3.9,R777_R889,sunnyside_crow,2023
18.6,M,7.45,A,0.3,0.158,3.3,R1345,sunnyside_crow,2023
20,M,7.05,A,0.3,0.158,4,R1222,Y_tree_crow,2023
16.3,M,2.1,P,0.2,0.167,2.8,R1011,O_tree_crow,2020
16.2,M,7.85,A,0.36,0.167,3.7,R912,Q_tree_crow,2020
17.4,F,7.05,A,0.36,0.167,3.6,R450,Q_tree_crow,2020
17.4,M,8.05,A,0.36,0.167,3.7,R912,Q_tree_crow,2020
18.9,F,7,A,0.36,0.167,3.5,R450,Q_tree_crow,2020
20.2,M,9.35,A,0.36,0.167,3,R912,Q_tree_crow,2020
20.2,F,6.95,A,0.36,0.167,3.2,R450,Q_tree_crow,2020
21.3,M,9.6,A,0.36,0.167,3.3,R912,Q_tree_crow,2020
13.6,M,8.1,A,0.077,0.172,4.5,R462_R577,K_tree_crow,2018
15.5,F,7.25,A,0.077,0.172,5,R297,K_tree_crow,2018
15.6,M,8.7,A,0.077,0.172,4.4,R462_R577,K_tree_crow,2018
20.5,F,7.3,A,0.077,0.172,3.4,R828,K_tree_crow,2018
20.5,F,3.45,P,0.077,0.172,3.7,R749,K_tree_crow,2018
13.6,F,5.6,A,0.231,0.172,4.9,R297,p_tree_crow,2018
13.7,F,6.05,A,0.231,0.172,3.4,R587,p_tree_crow,2018
13.8,M,1,P,0.231,0.172,4.8,R731,p_tree_crow,2018
13.8,F,1.3,P,0.231,0.172,4.7,R749,p_tree_crow,2018
14.1,F,6.84,A,0.231,0.172,5.6,R684,p_tree_crow,2018
14.2,F,6.65,A,0.231,0.172,4.3,R075_L114_L277,p_tree_crow,2018
14.2,M,6.35,A,0.231,0.172,4.2,R593,p_tree_crow,2018
14.3,F,1.65,P,0.231,0.172,4.7,R749,p_tree_crow,2018
14.3,M,7.6,A,0.231,0.172,5.2,R436,p_tree_crow,2018
15.5,F,5.8,A,0.231,0.172,4.6,R305,p_tree_crow,2018
15.5,M,9.3,A,0.231,0.172,4.1,R247_R539_L433,p_tree_crow,2018
15.6,M,2,P,0.231,0.172,4.4,R731,p_tree_crow,2018
15.6,F,2.1,P,0.231,0.172,4.2,R749,p_tree_crow,2018
15.7,F,6.7,A,0.231,0.172,4.6,R306,P_tree_crow,2018
17,M,2.5,P,0.231,0.172,4.1,R731,P_tree_crow,2018
17.1,F,6.4,A,0.231,0.172,4.4,R684,p_tree_crow,2018
20.4,F,8.15,A,0.231,0.172,3.2,R316,p_tree_crow,2018
20.5,F,9.45,A,0.231,0.172,3.5,R306,p_tree_crow,2018
15.5,F,2.95,P,0.462,0.172,4.2,R719,oak_crow,2018
17,F,5.95,A,0.462,0.172,4.2,R523,oak_crow,2018
17.1,F,7.85,A,0.462,0.172,4,R075_L114_L277,oak_crow,2018
19,M,9,A,0.462,0.172,5.5,R471,oak_crow,2018
19,F,4.25,P,0.462,0.172,0.2,R753,oak_crow,2018
19.1,M,6.1,A,0.462,0.172,2.9,R815,oak_crow,2018
19.1,F,3.15,P,0.462,0.172,2.2,R821,oak_crow,2018
20.4,F,8.75,A,0.462,0.172,4.2,R627_R1334,oak_crow,2018
20.4,F,3,P,0.462,0.172,3.8,R821,oak_crow,2018
20.4,M,9.45,A,0.462,0.172,4.1,R471,oak_crow,2018
9.6,F,7.15,A,0.393,0.185,3.9,R627_R1334,580_crow,2022
9.6,F,6.71,A,0.393,0.185,3.9,R1078,580_crow,2022
9.6,F,6.03,A,0.393,0.185,3.7,R990,580_crow,2022
13.7,M,9.6,A,0.393,0.185,3.3,R1062,580_crow,2022
14.6,F,3.15,P,0.393,0.185,3.3,R1241,580_crow,2022
15.1,M,6.5,P,0.393,0.185,3.5,R1239,580_crow,2022
16.4,F,6.55,A,0.393,0.185,3.7,R627_R1334,580_crow,2022
16.4,F,2.6,P,0.393,0.185,3.4,R1263,580_crow,2022
16.5,F,3,P,0.393,0.185,3.3,R1323,580_crow,2022
16.5,F,3.55,P,0.393,0.185,3.7,R1322,580_crow,2022
17.8,F,5.95,A,0.393,0.185,3,R777_R889,580_crow,2022
17.9,F,6.05,A,0.393,0.185,4,R837_R1118_R1358_L1228_L1326,580_crow,2022
18,M,10.95,A,0.393,0.185,3.9,R1062,580_crow,2022
19.2,F,6.4,A,0.393,0.185,3.8,R990,580_crow,2022
19.2,F,7.2,A,0.393,0.185,3.8,R627_R1334,580_crow,2022
19.2,F,3.4,P,0.393,0.185,3.1,R1263,580_crow,2022
19.3,M,10.75,A,0.393,0.185,3.2,R1062,580_crow,2022
15.5,M,8.85,A,0.25,0.188,3.7,R1346,D_area_crow,2024
15.5,F,7.4,A,0.25,0.188,2.6,R1355,D_area_crow,2024
15.7,M,7.2,A,0.25,0.188,3.2,R1460,D_area_crow,2024
16.2,M,9,A,0.25,0.188,3.5,R1346,D_area_crow,2024
17.6,F,6.7,A,0.25,0.188,3.7,R1333,D_area_crow,2024
17.8,M,9.75,A,0.25,0.188,3.3,R1346,D_area_crow,2024
19.9,M,1.45,A,0.25,0.188,3.6,R1346,D_area_crow,2024
20,M,8.7,A,0.25,0.188,3.8,R1343,D_area_crow,2024
14.4,F,5.45,A,0.409,0.19,3.7,R584,W_tree_crow,2021
15.2,M,5.15,A,0.409,0.19,3.2,R1117,W_tree_crow,2021
15.2,F,5,A,0.409,0.19,4.1,R1080,W_tree_crow,2021
15.3,F,8.45,A,0.409,0.19,3.5,R910,W_tree_crow,2021
15.4,M,6,A,0.409,0.19,3.4,R1032,W_tree_crow,2021
16.5,F,9.95,A,0.409,0.19,3.5,R837_R1118_R1358_L1228_L1326,W_tree_crow,2021
16.5,M,4.45,A,0.409,0.19,3.5,R1121,W_tree_crow,2021
16.6,M,5.7,A,0.409,0.19,3,R1196,W_tree_crow,2021
17.2,F,4.7,A,0.409,0.19,3.8,R1078,W_tree_crow,2021
17.2,M,9.05,A,0.409,0.19,3.4,R945,W_tree_crow,2021
17.3,M,8.3,A,0.409,0.19,3.5,R471,W_tree_crow,2021
18.7,F,5.05,A,0.409,0.19,4.1,R1078,W_tree_crow,2021
20,F,8.7,A,0.409,0.19,3.5,R1016_R1261,W_tree_crow,2021
13.6,F,5.6,A,0.077,0.207,5,R584,J_tree_crow,2018
14.1,F,6.95,A,0.077,0.207,5.3,R305,J_tree_crow,2018
14.1,F,5.65,A,0.077,0.207,6.1,R291,J_tree_crow,2018
14.1,F,5.7,A,0.077,0.207,5.1,R584,J_tree_crow,2018
14.2,F,6.75,A,0.077,0.207,4.4,R176_L222,J_tree_crow,2018
15.5,F,6.8,A,0.077,0.207,4.3,R584,J_tree_crow,2018
19,F,5.85,P,0.077,0.207,1.9,R727,J_tree_crow,2018
19.1,F,8.15,A,0.077,0.207,2,R623,J_tree_crow,2018
20.4,F,3.9,P,0.077,0.207,3.7,R777_R889,J_tree_crow,2018
20.4,F,8.1,A,0.077,0.207,3.3,R584,J_tree_crow,2018
20.5,F,8.25,A,0.077,0.207,3.1,R291,J_tree_crow,2018
13.6,F,6.15,A,0.308,0.207,5.1,R591,L_tree_crow,2018
13.6,F,5.45,A,0.308,0.207,5.1,R601,sunnyside_crow,2018
13.6,F,1.3,P,0.308,0.207,5.1,R741_R1232,L_tree_crow,2018
13.6,M,7.25,A,0.308,0.207,3.7,R436,Y_tree_crow,2018
13.7,M,1.65,P,0.308,0.207,3.6,R748,L_tree_crow,2018
13.8,F,1.45,P,0.308,0.207,5.7,R747,L_tree_crow,2018
15.5,F,6.15,A,0.308,0.207,5,R591,L_tree_crow,2018
15.5,M,7.8,A,0.308,0.207,4.6,R436,Y_tree_crow,2018
17,F,2.8,P,0.308,0.207,4.3,R732,L_tree_crow,2018
17,F,3.1,P,0.308,0.207,4.4,R717,L_tree_crow,2018
17,F,2.8,P,0.308,0.207,3.6,R741_R1232,L_tree_crow,2018
17,F,2.9,P,0.308,0.207,4,R743,L_tree_crow,2018
17,F,6.2,A,0.308,0.207,4.4,R601,sunnyside_crow,2018
17.1,M,3.05,P,0.308,0.207,3,R729,L_tree_crow,2018
17.1,F,8,A,0.308,0.207,1.8,R364,sunnyside_crow,2018
17.2,M,4.45,P,0.308,0.207,2.8,R795,sunnyside_crow,2018
17.2,M,4.3,P,0.308,0.207,3.4,R785,sunnyside_crow,2018
19,F,3.6,P,0.308,0.207,2.2,R743,L_tree_crow,2018
19,M,9.95,A,0.308,0.207,2.6,R646,L_tree_crow,2018
19.1,M,3.55,P,0.308,0.207,2,R716,L_tree_crow,2018
20.4,F,4.15,P,0.308,0.207,3.7,R732,L_tree_crow,2018
8.7,M,7.25,A,0.385,0.207,5.1,R646,S_tree_crow,2018
8.7,F,4.85,A,0.385,0.207,5.1,R623,S_tree_crow,2018
15.5,F,6.5,A,0.385,0.207,3.9,R526,S_tree_crow,2018
15.6,M,8.25,A,0.48,0.208,4.3,R462_R577,G_tree_crow,2020
18.9,M,8.35,A,0.48,0.208,3.4,R462_R577,G_tree_crow,2020
20.3,M,7.95,A,0.48,0.208,5.4,R462_R577,G_tree_crow,2020
13.8,F,7.7,A,0.35,0.211,4,R1069_L1403,K_tree_crow,2023
12.8,F,7.4,A,0.45,0.211,4.5,R1251,H_tree_crow,2023
14.4,F,7.4,A,0.45,0.211,4.7,R1069_L1403,H_tree_crow,2023
14.4,F,2.2,P,0.45,0.211,4.5,R1333,H_tree_crow,2023
14.4,M,1.55,P,0.45,0.211,3.5,R1338,H_tree_crow,2023
14.4,M,1.55,P,0.45,0.211,4,R1339,H_tree_crow,2023
15.6,F,1.8,P,0.45,0.211,4.1,R1333,H_tree_crow,2023
15.7,F,1.85,P,0.45,0.211,3.5,R1351,H_tree_crow,2023
16.7,M,4.55,P,0.45,0.211,3.8,R1346,H_tree_crow,2023
16.7,F,9.35,A,0.45,0.211,4.2,R1255,H_tree_crow,2023
18.4,F,6.65,A,0.45,0.211,4.1,R1069_L1403,H_tree_crow,2023
18.4,F,6.3,A,0.45,0.211,4,R1090,H_tree_crow,2023
20,F,5.1,P,0.45,0.211,4.3,R1347,H_tree_crow,2023
20,M,7.85,A,0.45,0.211,5.4,R1325_L1437,H_tree_crow,2023
7.8,F,7.95,A,0.333,0.217,3.6,R150_R751_L230,cedar_crow,2019
14.2,F,5.1,A,0.333,0.217,4.2,R584,cedar_crow,2019
14.2,M,7.35,A,0.333,0.217,4.2,R471,cedar_crow,2019
14.8,F,5.55,A,0.333,0.217,4.1,R627_R1334,V_tree_crow,2019
14.8,M,7.15,A,0.333,0.217,3.8,R605,V_tree_crow,2019
14.8,M,6.8,A,0.333,0.217,4.5,R534_R595_R846,V_tree_crow,2019
15,F,2.55,P,0.333,0.217,3.3,R831_R1034,V_tree_crow,2019
15.4,M,10.7,A,0.333,0.217,3.7,R646,V_tree_crow,2019
15.4,F,7,A,0.333,0.217,4,R627_R1334,V_tree_crow,2019
15.5,F,5.8,A,0.333,0.217,3.6,R777_R889,V_tree_crow,2019
16.8,M,8.65,A,0.333,0.217,3.8,R646,V_tree_crow,2019
16.8,F,6.7,A,0.333,0.217,4.2,R520_L575,cedar_crow,2019
16.9,M,7.05,A,0.333,0.217,3.4,R871,cedar_crow,2019
16.9,F,8.4,A,0.333,0.217,1.5,R599,cedar_crow,2019
16.9,M,6.95,A,0.333,0.217,2,R730,cedar_crow,2019
17,F,1.65,P,0.333,0.217,1.2,R902,cedar_crow,2019
17,M,10.35,A,0.333,0.217,2.3,R471,V_tree_crow,2019
17,F,8.5,A,0.333,0.217,2.3,R627_R1334,V_tree_crow,2019
17,F,8.3,A,0.333,0.217,2.2,R486_R650,Cedar_crow,2019
18.2,F,2.4,P,0.333,0.217,3.5,R933,cedar_crow,2019
18.2,M,2.2,P,0.333,0.217,2.3,R874,cedar_crow,2019
18.9,F,8.75,A,0.333,0.217,3.2,R599,cedar_crow,2019
18.9,F,3.2,P,0.333,0.217,3.4,R855,cedar_crow,2019
18.9,M,9.4,A,0.333,0.217,4.1,R471,cedar_crow,2019
19,F,7.75,A,0.333,0.217,4.1,R767,cedar_crow,2019
19,F,4.3,P,0.333,0.217,3.6,R832,v_tree_crow,2019
19,F,7,A,0.333,0.217,3.6,R584,cedar_crow,2019
19,F,6.25,A,0.333,0.217,4.2,R680,cedar_crow,2019
19.7,F,4.1,P,0.333,0.217,3.3,R831_R1034,cedar_crow,2019
19.7,M,9.8,A,0.333,0.217,4,R471,cedar_crow,2019
19.7,M,9.05,A,0.333,0.217,4.1,R605,cedar_crow,2019
19.7,F,6.35,A,0.333,0.217,3.4,R150_R751_L230,cedar_crow,2019
14.2,M,7.05,A,0.375,0.217,4.5,R462_R577,K_tree_crow,2019
13.7,F,8.74,A,0.286,0.222,4.2,R888,D_area_crow,2022
14,F,7.4,A,0.286,0.222,3.5,R714,D_area_crow,2022
14.3,M,8.7,A,0.286,0.222,3.7,R1206,D_area_crow,2022
14.6,F,7.7,A,0.286,0.222,2.6,R952,D_area_crow,2022
14.6,F,9.9,A,0.286,0.222,3.8,R960,D_area_crow,2022
15.1,F,8.85,A,0.286,0.222,2.7,R888,D_area_crow,2022
15.1,F,7.5,A,0.286,0.222,4,R627_R1334,D_area_crow,2022
15.1,F,10.9,A,0.286,0.222,3.8,R960,D_area_crow,2022
16.4,M,3.55,P,0.286,0.222,3.5,R1301,D_area_crow,2022
16.4,F,8.5,A,0.286,0.222,3.7,R1093,D_area_crow,2022
16.4,M,8.05,A,0.286,0.222,2.9,R1325_L1437,D_area_crow,2022
16.5,M,2,P,0.286,0.222,2.9,R1303,D_area_crow,2022
16.5,M,9.65,A,0.286,0.222,2.7,R936,D_area_crow,2022
17.8,M,3.2,P,0.286,0.222,3.5,R1272,D_area_crow,2022
17.8,M,4.05,P,0.286,0.222,3,R1238,D_area_crow,2022
17.8,M,3.6,P,0.286,0.222,3.1,R1276,D_area_crow,2022
17.8,M,3.85,P,0.286,0.222,3,R1256,D_area_crow,2022
17.8,M,2.9,P,0.286,0.222,3.3,R1303,D_area_crow,2022
19.2,M,3.7,P,0.286,0.222,3,R1272,D_area_crow,2022
19.2,M,4.25,P,0.286,0.222,4.3,R1303,D_area_crow,2022
15.1,F,4.8,P,0.393,0.222,4,R1253,darkside_crow,2022
15.1,F,7.55,A,0.393,0.222,3.1,R1001,darkside_crow,2022
16.4,F,7.05,A,0.393,0.222,2.9,R1078,darkside_crow,2022
19.2,F,4.95,P,0.393,0.222,2.9,R1253,darkside_crow,2022
15.7,F,6.55,A,0.44,0.25,3.1,R478,580_crow,2020
16,M,3.05,P,0.44,0.25,2.6,R995,580_crow,2020
16,M,3.35,P,0.44,0.25,3.5,R992,580_crow,2020
16,F,2.9,P,0.44,0.25,3.6,R990,580_crow,2020
16.2,F,7.2,A,0.44,0.25,3.7,R150_R751_L230,580_crow,2020
17.4,F,6.2,A,0.44,0.25,5.2,R831_R1034,580_crow,2020
17.4,F,7.1,A,0.44,0.25,4.2,R150_R751_L230,580_crow,2020
18.8,F,5.2,A,0.44,0.25,2.2,R584,580_crow,2020
18.8,M,7.8,A,0.44,0.25,4,R1100,580_crow,2020
18.8,F,6.9,A,0.44,0.25,3.6,R150_R751_L230,580_crow,2020
18.9,M,5.15,A,0.44,0.25,3.7,R1059,580_crow,2020
20.2,F,7.2,A,0.44,0.25,3.6,R478,580_crow,2020
20.3,F,3.35,P,0.44,0.25,3.4,R1074,580_crow,2020
15.3,F,5.2,A,0.48,0.25,3.9,R838,T_tree_crow,2020
15.3,M,6.6,A,0.48,0.25,3.6,R976,T_tree_crow,2020
15.3,F,5.25,A,0.48,0.25,3.9,R777_R889,T_tree_crow,2020
15.3,M,6.85,A,0.48,0.25,4.2,R814,T_tree_crow,2020
15.4,M,8.35,A,0.48,0.25,3.1,R799,T_tree_crow,2020
15.4,M,8.4,A,0.48,0.25,3.1,R851_L1148,T_tree_crow,2020
15.6,F,7.65,A,0.48,0.25,3.3,R713,T_tree_crow,2020
16,F,6.15,A,0.48,0.25,3.7,R910,T_tree_crow,2020
16,F,6.45,A,0.48,0.25,4.4,R523,T_tree_crow,2020
16,F,4.45,A,0.48,0.25,3.3,R893,T_tree_crow,2020
16,M,7.25,A,0.48,0.25,4.1,R429,T_tree_crow,2020
16.2,F,6.75,A,0.48,0.25,3.5,R910,T_tree_crow,2020
16.2,M,8.5,A,0.48,0.25,4.1,R799,T_tree_crow,2020
16.2,F,7.4,A,0.48,0.25,3.5,R713,T_tree_crow,2020
16.2,M,7.15,A,0.48,0.25,3.7,R814,T_tree_crow,2020
16.2,F,2.3,P,0.48,0.25,2.1,R1007,T_tree_crow,2020
17.4,F,5.6,A,0.48,0.25,4.3,R838,T_tree_crow,2020
17.4,F,6.8,A,0.48,0.25,3.5,R910,T_tree_crow,2020
17.5,M,6.5,A,0.48,0.25,4,R814,T_tree_crow,2020
18.8,M,8.2,A,0.48,0.25,4,R799,T_tree_crow,2020
18.8,F,4.85,A,0.48,0.25,3.7,R777_R889,T_tree_crow,2020
18.8,F,5.3,A,0.48,0.25,4.1,R623,T_tree_crow,2020
18.9,M,8.4,A,0.48,0.25,3.4,R733,T_tree_crow,2020
19.7,M,8.55,A,0.48,0.25,3.7,R799,T_tree_crow,2020
19.8,F,5.7,A,0.48,0.25,3.3,R838,T_tree_crow,2020
19.8,F,6.5,A,0.48,0.25,2.7,R910,T_tree_crow,2020
19.8,M,8.4,A,0.48,0.25,3.7,R851_L1148,T_tree_crow,2020
19.8,M,3.55,P,0.48,0.25,3,R1003,T_tree_crow,2020
19.8,F,7.2,A,0.48,0.25,3.5,R713,T_tree_crow,2020
20.2,F,2.7,P,0.48,0.25,2.7,R1004_R1249,T_tree_crow,2020
20.2,F,7.4,A,0.48,0.25,3.1,R713,T_tree_crow,2020
20.2,F,6.3,A,0.48,0.25,3,R910,T_tree_crow,2020
21.3,M,5.75,A,0.48,0.25,3.8,R851_L1148,T_tree_crow,2020
14.2,F,6.4,A,0.333,0.261,4.3,R316,P_tree_crow,2019
14.2,F,4.35,A,0.333,0.261,4.2,R450,P_tree_crow,2019
14.2,F,6.05,A,0.333,0.261,3.9,R476_R580,P_tree_crow,2019
14.3,F,6.05,A,0.333,0.261,3.9,R623,P_tree_crow,2019
14.8,F,5.95,A,0.333,0.261,4.2,R450,P_tree_crow,2019
14.8,F,6.45,A,0.333,0.261,4.2,R316,P_tree_crow,2019
14.8,F,6.3,A,0.333,0.261,3.6,R715,P_tree_crow,2019
14.8,F,7.05,A,0.333,0.261,3.9,R591,P_tree_crow,2019
14.8,F,5.45,A,0.333,0.261,3.6,R584,P_tree_crow,2019
14.8,F,1.4,P,0.333,0.261,3.7,R835,P_tree_crow,2019
14.8,M,7.9,A,0.333,0.261,4.2,R471,P_tree_crow,2019
14.8,M,1.65,P,0.333,0.261,3.6,R849,P_tree_crow,2019
14.8,F,1.55,P,0.333,0.261,3.5,R850,P_tree_crow,2019
14.8,M,1.5,P,0.333,0.261,3.7,R844,P_tree_crow,2019
14.8,F,6.9,A,0.333,0.261,4.2,R306,P_tree_crow,2019
14.9,M,8,A,0.333,0.261,3.9,R462_R577,P_tree_crow,2019
15.4,F,1.85,P,0.333,0.261,4.7,R835,P_tree_crow,2019
15.4,F,6.95,A,0.333,0.261,3.9,R316,P_tree_crow,2019
15.4,F,6.45,A,0.333,0.261,3.9,R296,P_tree_crow,2019
15.5,F,5.8,A,0.333,0.261,4.1,R450,P_tree_crow,2019
16.8,F,6.5,A,0.333,0.261,3.8,R478,P_tree_crow,2019
16.8,F,7.65,A,0.333,0.261,3.9,R685_R836,P_tree_crow,2019
16.8,F,2.7,P,0.333,0.261,3.6,R850,P_tree_crow,2019
18.2,M,3.1,P,0.333,0.261,2.9,R844,P_tree_crow,2019
18.2,M,3.1,P,0.333,0.261,3.5,R849,P_tree_crow,2019
19,M,7.4,A,0.333,0.261,3.5,R730,P_tree_crow,2019
14.2,M,7.2,A,0.375,0.261,3.7,R799,oak_crow,2019
14.2,F,5.65,A,0.375,0.261,4.2,R713,oak_crow,2019
14.3,F,5.95,A,0.375,0.261,3.6,R781,oak_crow,2019
14.8,F,6.5,A,0.375,0.261,4.2,R523,oak_crow,2019
15.4,M,7.05,A,0.375,0.261,3.8,R534_R595_R846,oak_crow,2019
15.5,F,2.85,P,0.375,0.261,2.9,R831_R1034,oak_crow,2019
17,F,5.85,A,0.375,0.261,2.3,R777_R889,oak_crow,2019
18.2,M,7.55,A,0.375,0.261,4.1,R534_R595_R846,oak_crow,2019
18.2,F,3.7,P,0.375,0.261,3.4,R831_R1034,oak_crow,2019
18.9,F,6.25,A,0.375,0.261,3,R714,oak_crow,2019
18.9,F,3.95,P,0.375,0.261,3.5,R831_R1034,oak_crow,2019
19,M,7.7,A,0.375,0.261,4.5,R534_R595_R846,oak_crow,2019
14.2,M,6.85,A,0.417,0.261,4.4,R534_R595_R846,U_tree_crow,2019
18.2,F,4.35,P,0.417,0.261,3.4,R832,U_tree_crow,2019
14.4,F,5.15,P,0.318,0.286,3.3,R1089,T_tree_crow,2021
14.5,M,5.95,A,0.318,0.286,3.8,R1032,T_tree_crow,2021
14.6,M,4.2,A,0.318,0.286,3.2,R1107,T_tree_crow,2021
14.6,F,8.2,A,0.318,0.286,3.9,R910,Q_tree_crow,2021
15.2,F,8.3,A,0.318,0.286,4.1,R741_R1232,Q_tree_crow,2021
15.2,M,4.4,A,0.318,0.286,3.3,R1121,Q_tree_crow,2021
15.3,M,9,A,0.318,0.286,3.6,R912,Q_tree_crow,2021
15.3,M,4.9,P,0.318,0.286,3.6,R1133,T_tree_crow,2021
15.3,F,3.2,P,0.318,0.286,2.7,R1141,Q_tree_crow,2021
16.5,M,9.25,A,0.318,0.286,3.4,R912,Q_tree_crow,2021
16.5,F,4.95,A,0.318,0.286,3.8,R1092,T_tree_crow,2021
16.5,F,9.75,A,0.318,0.286,3.5,R713,T_tree_crow,2021
16.5,F,6.25,A,0.318,0.286,3.8,R930,Q_tree_crow,2021
16.5,F,8.3,A,0.318,0.286,3.9,R1051,T_tree_crow,2021
16.5,M,4.2,A,0.318,0.286,4,R1106,Q_tree_crow,2021
16.6,M,6.8,A,0.318,0.286,3.8,R1095,T_tree_crow,2021
16.6,F,3.2,P,0.318,0.286,4,R1141,Q_tree_crow,2021
16.6,F,5.3,A,0.318,0.286,3.6,R1109,Q_tree_crow,2021
16.6,M,4.5,A,0.318,0.286,3.2,R1184,Q_tree_crow,2021
16.6,M,5.7,A,0.318,0.286,2.7,R1178,T_tree_crow,2021
17.2,F,8.7,A,0.318,0.286,3.7,R1051,Q_tree_crow,2021
17.2,M,4.7,A,0.318,0.286,3.5,R1121,Q_tree_crow,2021
17.2,F,5.6,A,0.318,0.286,3.4,R1109,Q_tree_crow,2021
17.2,F,7,A,0.318,0.286,3.5,R1176,Q_tree_crow,2021
17.3,M,6.5,A,0.318,0.286,3.7,R1032,Q_tree_crow,2021
17.3,F,5.95,P,0.318,0.286,2.9,R1139_L1197,Q_tree_crow,2021
17.4,F,9.25,A,0.318,0.286,2.9,R910,T_tree_crow,2021
17.4,M,5,A,0.318,0.286,3.6,R1188,Q_tree_crow,2021
17.4,M,5.35,A,0.318,0.286,3.1,R1204,T_tree_crow,2021
17.4,F,5.75,A,0.318,0.286,3.2,R1208,Q_tree_crow,2021
17.4,F,5.95,A,0.318,0.286,2.7,R1211,Q_tree_crow,2021
18.7,F,9.15,A,0.318,0.286,4.1,R714,T_tree_crow,2021
18.7,M,5.4,P,0.318,0.286,3.6,R1173,T_tree_crow,2021
18.8,M,9.5,A,0.318,0.286,3.8,R912,Q_tree_crow,2021
18.8,M,2.85,P,0.318,0.286,3.6,R1105,Z_tree_crow,2021
18.8,M,5.55,A,0.318,0.286,3.8,R1223,T_tree_crow,2021
18.8,F,5.1,P,0.318,0.286,3.7,R1149,Q_tree_crow,2021
18.8,F,6.3,A,0.318,0.286,3.3,R1109,T_tree_crow,2021
20,M,6.7,P,0.318,0.286,4,R1133,T_tree_crow,2021
20,M,6.35,A,0.318,0.286,3.5,R1207,Q_tree_crow,2021
20.1,M,5.4,P,0.318,0.286,3.1,R1143,T_tree_crow,2021
20.1,F,4.15,P,0.318,0.286,3.1,R1225,T_tree_crow,2021
15.7,F,6.8,A,0.4,0.292,3.3,R450,P_tree_crow,2020
16,F,6.6,A,0.4,0.292,4.1,R591,P_tree_crow,2020
16,F,6.5,A,0.4,0.292,3.5,R450,P_tree_crow,2020
16.3,F,5.3,A,0.4,0.292,2.6,R584,P_tree_crow,2020
17.4,F,4.95,A,0.4,0.292,3.2,R584,P_tree_crow,2020
17.4,M,8.65,A,0.4,0.292,4,R462_R577,P_tree_crow,2020
17.5,F,6.85,A,0.4,0.292,3.1,R523,P_tree_crow,2020
7.8,F,7,A,0.375,0.304,3.7,R753,T_tree_crow,2019
7.8,F,6,A,0.375,0.304,3.6,R717,T_tree_crow,2019
7.8,F,6.4,A,0.375,0.304,3.7,R734,T_tree_crow,2019
7.8,F,6.15,A,0.375,0.304,3.6,R728,purgatory_crow,2019
14.2,F,5.75,A,0.375,0.304,4.2,R728,T_tree_crow,2019
14.2,M,7.25,A,0.375,0.304,4.3,R750,T_tree_crow,2019
14.2,F,6.7,A,0.375,0.304,3.9,R627_R1334,T_tree_crow,2019
14.8,F,5.85,A,0.375,0.304,4.5,R728,purgatory_crow,2019
14.8,M,7.35,A,0.375,0.304,3.7,R799,purgatory_crow,2019
14.8,F,6.65,A,0.375,0.304,3.8,R296,T_tree_crow,2019
14.8,M,6.3,A,0.375,0.304,4.4,R646,T_tree_crow,2019
14.9,F,6.4,A,0.375,0.304,3.2,R714,pine_crow,2019
14.9,F,6.2,A,0.375,0.304,3.7,R623,purgatory_crow,2019
15,M,7.5,A,0.375,0.304,4.2,R750,T_tree_crow,2019
15.4,F,10.8,A,0.375,0.304,3.7,R523,T_tree_crow,2019
15.4,F,5.5,A,0.375,0.304,4,R713,T_tree_crow,2019
15.4,M,7.3,A,0.375,0.304,4.1,R799,purgatory_crow,2019
15.4,F,5.2,A,0.375,0.304,3.6,R584,purgatory_crow,2019
15.4,F,6.65,A,0.375,0.304,3.7,R623,purgatory_crow,2019
15.4,F,6.8,A,0.375,0.304,4,R734,purgatory_crow,2019
15.4,M,7.5,A,0.375,0.304,3.8,R605,purgatory_crow,2019
15.4,F,1.55,P,0.375,0.304,3.8,R838,purgatory_crow,2019
15.5,F,0.9,P,0.375,0.304,4.2,R893,purgatory_crow,2019
15.5,F,1.55,P,0.375,0.304,3.5,R900,purgatory_crow,2019
15.5,M,1.4,P,0.375,0.304,3.8,R897,T_tree_crow,2019
15.6,F,5.75,A,0.375,0.304,3.9,R714,purgatory_crow,2019
15.6,M,1.5,P,0.375,0.304,3.6,R854,T_tree_crow,2019
16.8,F,2,P,0.375,0.304,3.7,R857,purgatory_crow,2019
16.8,F,3.45,P,0.375,0.304,3.5,R831_R1034,T_tree_crow,2019
16.8,F,8.05,A,0.375,0.304,4.1,R623,purgatory_crow,2019
16.8,F,2.35,P,0.375,0.304,2.8,R900,purgatory_crow,2019
16.8,M,1.2,P,0.375,0.304,3.5,R865,T_tree_crow,2019
16.8,F,7.39,A,0.375,0.304,3.9,R739,T_tree_crow,2019
16.8,F,5.85,A,0.375,0.304,3.4,R873,T_tree_crow,2019
16.8,F,5.85,A,0.375,0.304,3.6,R584,T_tree_crow,2019
16.8,F,6.8,A,0.375,0.304,3.8,R734,T_tree_crow,2019
16.9,F,2.35,P,0.375,0.304,3.1,R838,purgatory_crow,2019
