day.s,site,stage,sex,mass_div_100,year,area,uid,lnCort
17.6,0,A,F,7,2018,river_paradise,R687,3.36
17.5,0,A,F,7.15,2019,N_paradise,R687,4.08
21.1,0,A,F,7.35,2019,D_paradise,R687,4.04
18.1,0,A,F,7,2020,N_paradise,R687,3.12
15.8,0,A,F,8.05,2021,N_paradise,R687,3.1
15.8,0,A,F,6.2,2022,N_paradise,R687,3.52
19.9,0,A,F,5.2,2022,river_paradise,R687,3.4
20.1,1,P,F,2.1,2017,B_area_crow,R688,4.17
15.6,1,A,F,6.35,2018,B_area_crow,R688,4.03
20.5,1,A,F,8.35,2018,B_area_crow,R688,4.04
15.5,1,A,F,5.85,2019,J_tree_crow,R688,4.63
19,1,A,F,7.75,2019,B_area_crow,R688,4.23
19.8,1,A,F,8.4,2019,B_area_crow,R688,3.37
18.8,1,A,F,7.95,2020,A_area_crow,R688,4.2
14.5,1,A,F,8.2,2021,A_area_crow,R688,3.74
20.1,1,P,M,3.3,2017,P_tree_crow,R689,4.28
20,1,P,M,2.6,2017,580_crow,R691,3.7
20.5,0,A,F,5,2017,G_paradise,R692,3.17
19.9,1,P,F,2.4,2017,Q_tree_crow,R693,3.84
13.8,1,A,F,6.3,2018,Q_tree_crow,R693,4.83
17,1,A,F,6.8,2018,580_crow,R693,4.32
14.9,1,A,F,7.2,2019,Y_tree_crow,R693,4.03
17,1,A,F,7.05,2019,Q_tree_crow,R693,2.97
18.2,1,A,F,6.45,2019,W_tree_crow,R693,4.65
20.1,1,P,F,1.1,2017,A_area_crow,R694,4.43
19.9,1,P,F,1.2,2017,A_area_crow,R695,3.39
13.8,1,A,F,5.75,2018,R_tree_crow,R695,3.91
14.1,1,A,F,5.95,2018,log_2_crow,R695,4.95
17.1,1,A,F,5.55,2018,log_1_crow,R695,3.42
19.6,1,A,F,6.3,2019,log_1_crow,R695,3.66
20,1,P,F,3.8,2017,log_1_crow,R696,3.72
16.8,1,A,F,6.96,2019,log_2_crow,R696,3.68
16,1,A,F,9,2021,coyote_crow,R696,2.95
15.1,1,A,F,6.45,2022,log_5_crow,R696,3.23
16.4,1,A,F,6.1,2022,Z_tree_crow,R696,3.16
20,1,P,F,1.2,2017,A_area_crow,R697,4.64
19.9,1,P,M,1.7,2017,B_area_crow,R698,3.3
19.9,1,P,M,2.2,2017,B_area_crow,R699,2.52
20.5,0,A,F,5.4,2017,playground_paradise,R700,4.81
20.5,0,P,F,1.85,2017,G_paradise,R701,1.3
17.7,0,A,F,6.75,2018,river_paradise,R701,3.32
17.8,0,A,F,7.25,2019,N_paradise,R701,3.75
21,0,A,F,7.2,2019,N_paradise,R701,3.52
20.5,0,A,F,6.1,2017,fortress_paradise,R702,4.58
20.5,0,A,M,4.3,2017,playground_paradise,R703,1.13
20.5,0,P,F,4.75,2017,beach_paradise,R704,4.16
20.6,0,A,M,8.8,2017,lower_runway_paradise,R705,3.5
20.6,0,A,F,5.1,2017,D_paradise,R706,3.18
20.6,0,P,F,3.45,2017,playground_paradise,R707,4
17.8,0,A,F,5.7,2019,fortress_paradise,R707,4.1
20.6,0,P,F,3.7,2017,N_paradise,R708,3.5
17.6,0,A,F,7.4,2018,N_paradise,R708,3.01
17.5,0,A,F,5.9,2019,n_paradise,R708,4.04
21.1,0,A,F,5.5,2019,P_paradise,R708,3.22
20.6,0,P,F,1.55,2017,fortress_paradise,R709,3.58
20.7,0,P,M,1.85,2017,fortress_paradise,R710,4.16
20.7,0,A,M,8.4,2017,F_paradise,R711,4.03
13.6,1,P,F,2.2,2018,B_area_crow,R713,4.34
14.2,1,P,F,2.15,2018,C_tree_crow,R713,3.76
15.6,1,P,F,3.2,2018,D_area_crow,R713,3.82
17,1,P,F,3.55,2018,B_area_crow,R713,4.21
17.2,1,P,F,3.7,2018,B_area_crow,R713,2.98
19,1,P,F,4.45,2018,B_area_crow,R713,2.36
20.4,1,P,F,5.05,2018,B_area_crow,R713,4.14
14.2,1,A,F,5.65,2019,oak_crow,R713,4.17
15.4,1,A,F,5.5,2019,T_tree_crow,R713,3.97
18.2,1,A,F,4.55,2019,S_tree_crow,R713,4.58
19.2,1,A,F,7.65,2019,S_tree_crow,R713,3.64
19.8,1,A,F,8.2,2019,T_tree_crow,R713,3.48
15.6,1,A,F,7.65,2020,T_tree_crow,R713,3.26
16.2,1,A,F,7.4,2020,T_tree_crow,R713,3.52
17.4,1,A,F,7.55,2020,purgatory_crow,R713,4.16
18.8,1,A,F,7.2,2020,pine_crow,R713,3.87
19.8,1,A,F,7.2,2020,T_tree_crow,R713,3.46
20.2,1,A,F,7.4,2020,T_tree_crow,R713,3.1
14,1,A,F,8.35,2021,L_tree_crow,R713,4.02
14.6,1,A,F,9.25,2021,L_tree_crow,R713,4.14
15.2,1,A,F,9.2,2021,L_tree_crow,R713,4.51
16.5,1,A,F,9.75,2021,T_tree_crow,R713,3.49
13.7,1,P,F,2.4,2018,B_area_crow,R714,4.69
14.1,1,P,F,2.55,2018,B_area_crow,R714,4.45
15.6,1,P,F,3.2,2018,D_area_crow,R714,4.22
17,1,P,F,3.8,2018,B_area_crow,R714,4.16
19,1,P,F,4.85,2018,B_area_crow,R714,1.03
20.4,1,P,F,5.8,2018,B_area_crow,R714,3.24
14.2,1,A,F,6.1,2019,R_tree_crow,R714,4.02
14.9,1,A,F,6.4,2019,pine_crow,R714,3.18
15.6,1,A,F,5.75,2019,purgatory_crow,R714,3.85
18.2,1,A,F,7.35,2019,purgatory_crow,R714,3.59
18.9,1,A,F,6.25,2019,oak_crow,R714,3.01
19.7,1,A,F,6.55,2019,T_tree_crow,R714,3.72
15.4,1,A,F,6.6,2020,purgatory_crow,R714,3.98
16,1,A,F,7,2020,N_tree_crow,R714,3.33
17.5,1,A,F,7.45,2020,N_tree_crow,R714,3.26
19.8,1,A,F,7.5,2020,purgatory_crow,R714,2.99
20.2,1,A,F,7,2020,oak_crow,R714,3.1
21.1,1,A,F,7.3,2020,purgatory_crow,R714,3.46
14.5,1,A,F,6.85,2021,purgatory_crow,R714,4.25
15.2,1,A,F,6.9,2021,U_tree_crow,R714,4.02
17.2,1,A,F,7.9,2021,pine_crow,R714,3.65
18.7,1,A,F,9.15,2021,T_tree_crow,R714,4.08
20,1,A,F,9.6,2021,U_tree_crow,R714,3.94
14,1,A,F,7.4,2022,D_area_crow,R714,3.54
15.1,1,A,F,6.7,2022,J_tree_crow,R714,3.16
16.5,1,A,F,6.8,2022,J_tree_crow,R714,2.92
19.2,1,A,F,5.8,2022,S_tree_crow,R714,3.66
13,1,A,F,8.75,2023,log_2_crow,R714,3.51
13.5,1,A,F,6.7,2023,cedar_crow,R714,3.69
16.7,1,A,F,5.85,2023,U_tree_crow,R714,3.75
13.7,1,P,F,2.6,2018,log_1_crow,R715,5.09
14.1,1,P,F,2.65,2018,log_1_crow,R715,4.77
15,1,P,F,3.25,2018,creek_crow,R715,3.78
15.7,1,P,F,3.65,2018,log_1_crow,R715,3.93
17.1,1,P,F,4.2,2018,log_2_crow,R715,2.23
17.7,1,P,F,4.4,2018,creek_crow,R715,3.39
19.2,1,P,F,4.7,2018,log_1_crow,R715,1.8
20.4,1,P,F,4.9,2018,log_3_crow,R715,3.61
14.2,1,A,F,6.25,2019,log_1_crow,R715,3.71
14.8,1,A,F,6.3,2019,P_tree_crow,R715,3.6
15.4,1,A,F,6.6,2019,log_3_crow,R715,4.01
15.5,1,P,M,1.95,2018,T_tree_crow,R716,4.45
17,1,P,M,2.95,2018,T_tree_crow,R716,3.76
19.1,1,P,M,3.55,2018,L_tree_crow,R716,1.99
15,1,A,M,5.95,2019,log_3_crow,R716,3.99
15.4,1,A,M,4.65,2019,log_3_crow,R716,3.53
17.8,0,A,M,5.7,2019,culvert_paradise,R716,3.92
19,1,A,M,5.65,2019,log_3_crow,R716,3.89
19.6,1,A,M,5.45,2019,log_1_crow,R716,3.87
21.1,1,A,M,5.45,2019,coyote_crow,R716,4
13.6,1,P,F,1.35,2018,log_3_crow,R717,4.92
14.1,1,P,F,1.5,2018,T_tree_crow,R717,6.25
17,1,P,F,3.1,2018,L_tree_crow,R717,4.36
19,1,P,F,3.7,2018,R_tree_crow,R717,1.88
7.8,1,A,F,6,2019,T_tree_crow,R717,3.58
14.2,1,A,F,4.95,2019,R_tree_crow,R717,4.53
14.8,1,A,F,5.35,2019,A_area_crow,R717,4.19
15.4,1,A,F,5.5,2019,580_crow,R717,4.19
16.8,1,A,F,5.55,2019,L_tree_crow,R717,4.27
17.8,1,A,F,5.6,2019,creek_crow,R717,4.43
18.2,1,A,F,5.5,2019,log_2_crow,R717,4.12
18.9,1,A,F,5.55,2019,log_3_crow,R717,4.14
19.6,1,A,F,5.1,2019,J_tree_crow,R717,3.55
21.1,1,A,F,5.65,2019,coyote_crow,R717,4.11
16,1,A,F,6.85,2020,B_area_crow,R717,3.7
17.5,1,A,F,7.2,2020,B_area_crow,R717,3.34
13.6,1,P,F,3,2018,cedar_crow,R718,3.32
14.1,1,P,F,3.25,2018,log_3_crow,R718,4.52
13.6,1,P,F,2.5,2018,B_area_crow,R719,4.77
14.1,1,P,F,2.6,2018,B_area_crow,R719,5.26
14.3,1,P,F,2.8,2018,B_area_crow,R719,3.3
15.5,1,P,F,2.95,2018,oak_crow,R719,4.15
20.7,0,A,M,4.15,2017,N_paradise,R720,0.51
20.7,0,P,F,4.95,2017,D_paradise,R722,4.03
20.7,0,P,F,1.35,2017,beach_paradise,R723,3.28
13.6,1,P,F,3.1,2018,580_crow,R724,3.09
14.1,1,P,F,3.5,2018,W_tree_crow,R724,4.75
15.6,1,P,F,4.25,2018,580_crow,R724,4
17,1,P,F,4.7,2018,580_crow,R724,3.83
20.7,0,P,F,1.15,2017,beach_paradise,R725,3.8
13.7,1,P,F,3.35,2018,cedar_crow,R726,3.52
14.1,1,P,F,3.5,2018,580_crow,R726,4.67
15.5,1,P,F,4.1,2018,580_crow,R726,4.12
17.1,1,P,F,4.4,2018,cedar_crow,R726,4.71
13.7,1,P,F,2.75,2018,B_area_crow,R727,3.76
14.1,1,P,F,2.85,2018,B_area_crow,R727,5.15
15.5,1,P,F,3.45,2018,B_area_crow,R727,3.66
17.1,1,P,F,4.35,2018,D_area_crow,R727,4.06
19,1,P,F,5.85,2018,J_tree_crow,R727,1.89
14.1,1,P,F,2.5,2018,C_tree_crow,R728,4.98
17,1,P,F,3.55,2018,D_area_crow,R728,3.95
19,1,P,F,5.2,2018,B_area_crow,R728,1.31
20.4,1,P,F,5.65,2018,B_area_crow,R728,4.07
7.8,1,A,F,6.15,2019,purgatory_crow,R728,3.55
14.2,1,A,F,5.75,2019,T_tree_crow,R728,4.17
14.8,1,A,F,5.85,2019,purgatory_crow,R728,4.45
15.4,1,A,F,4.45,2019,J_tree_crow,R728,4.25
17.1,1,P,M,3.05,2018,L_tree_crow,R729,3.01
20.4,1,P,M,4.25,2018,log_1_crow,R729,3.68
14.2,1,A,M,6.1,2019,A_area_crow,R729,4.45
14.8,1,A,M,6.05,2019,A_area_crow,R729,4.49
15.4,1,A,M,6.1,2019,B_area_crow,R729,4.86
16.8,1,A,M,6.95,2019,D_area_crow,R729,3.24
18.2,1,A,M,7.85,2019,D_area_crow,R729,3.26
18.9,1,A,M,7.29,2019,C_tree_Crow,R729,3.66
19.6,1,A,M,7.8,2019,L_tree_crow,R729,4.08
15.3,1,A,M,6.25,2020,B_area_crow,R729,4.01
16,1,A,M,6.3,2020,B_area_crow,R729,3.87
17.4,1,A,M,6.5,2020,B_area_crow,R729,3.81
18.8,1,A,M,6.3,2020,D_area_crow,R729,3.69
20.2,1,A,M,7.05,2020,B_area_crow,R729,3.31
21.2,1,A,M,6.6,2020,D_area_crow,R729,3.84
14.4,1,A,M,5.8,2021,B_area_crow,R729,3.62
15.2,1,A,M,6.3,2021,D_area_crow,R729,3.93
16.5,1,A,M,6.5,2021,C_tree_crow,R729,3.41
17.2,1,A,M,6.45,2021,D_area_crow,R729,3.35
18.8,1,A,M,6.55,2021,B_area_crow,R729,4.28
20,1,A,M,6.7,2021,D_area_crow,R729,3.1
13.8,1,P,M,2.25,2018,purgatory_crow,R730,4.61
14.3,1,P,M,2.55,2018,purgatory_crow,R730,2.01
15.5,1,P,M,2.85,2018,Q_tree_crow,R730,3.56
17.1,1,P,M,3.6,2018,T_tree_crow,R730,2.8
20.4,1,P,M,4.45,2018,W_tree_crow,R730,3.73
14.2,1,A,M,7,2019,Q_tree_crow,R730,4.13
14.8,1,A,M,7.3,2019,Q_tree_crow,R730,3.81
15.6,1,A,M,6.95,2019,580_crow,R730,3.66
16.9,1,A,M,6.95,2019,cedar_crow,R730,2.01
18.2,1,A,M,7.1,2019,Q_tree_crow,R730,3.5
19,1,A,M,7.4,2019,P_tree_crow,R730,3.47
19.8,1,A,M,7,2019,B_area_crow,R730,4.28
13.8,1,P,M,1,2018,p_tree_crow,R731,4.8
15.6,1,P,M,2,2018,p_tree_crow,R731,4.36
17,1,P,M,2.5,2018,P_tree_crow,R731,4.09
19.2,1,P,M,3.6,2018,Q_tree_crow,R731,2.25
13.7,1,P,F,1.35,2018,log_3_crow,R732,4.12
15,1,P,F,2.1,2018,creek_crow,R732,4.28
15.5,1,P,F,2.1,2018,R_tree_crow,R732,4
17,1,P,F,2.8,2018,L_tree_crow,R732,4.33
17.7,1,P,F,3.2,2018,creek_crow,R732,4.19
19,1,P,F,3.5,2018,R_tree_crow,R732,2.11
20.4,1,P,F,4.15,2018,L_tree_crow,R732,3.67
7.8,1,A,F,5.75,2019,log_2_crow,R732,3.41
13.8,1,P,M,2.95,2018,log_1_crow,R733,4.05
14.1,1,P,M,3,2018,log_1_crow,R733,4.74
15.7,1,P,M,3.8,2018,log_3_crow,R733,3.55
17,1,P,M,4.3,2018,log_2_crow,R733,4.14
20.4,1,P,M,3.4,2018,log_1_crow,R733,3.35
17.6,0,A,M,8.1,2019,C_paradise,R733,3.18
19.6,1,A,M,7.65,2019,log_2_crow,R733,3.38
21.1,1,A,M,7.4,2019,coyote_crow,R733,3.8
16,1,A,M,8.55,2020,R_tree_crow,R733,3.67
16.8,0,A,M,8.65,2020,snake_tree_paradise,R733,2.7
18.2,0,A,M,8.3,2020,snake_tree_paradise,R733,2.67
18.9,1,A,M,8.4,2020,T_tree_crow,R733,3.35
13.7,1,P,F,2.3,2018,B_area_crow,R734,3.56
14.2,1,P,F,2.45,2018,B_area_crow,R734,3.67
17,1,P,F,3.95,2018,B_area_crow,R734,4.35
20.4,1,P,F,6.65,2018,D_area_crow,R734,3.52
7.8,1,A,F,6.4,2019,T_tree_crow,R734,3.65
14.2,1,A,F,6.9,2019,B_area_crow,R734,3.69
14.8,1,A,F,6.25,2019,J_tree_crow,R734,4.32
15.4,1,A,F,6.8,2019,purgatory_crow,R734,4.03
16.8,1,A,F,6.8,2019,T_tree_crow,R734,3.84
18.9,1,A,F,8.25,2019,T_tree_crow,R734,3.69
13.8,1,A,M,7.15,2018,log_1_crow,R736,3.99
15.5,1,A,M,7.55,2018,log_3_crow,R736,3.52
17,1,A,M,8.05,2018,log_2_crow,R736,4.2
19.1,1,A,M,9.05,2018,log_1_crow,R736,1.77
20.5,1,A,M,8.15,2018,log_1_crow,R736,3.32
14.2,1,A,M,7.85,2019,log_1_crow,R736,3.88
15.5,1,A,M,8.2,2019,log_1_crow,R736,3.88
16.8,1,A,M,9.05,2019,log_1_crow,R736,4.17
17.8,1,A,M,9.15,2019,creek_crow,R736,4.06
18.9,1,A,M,9.75,2019,r_tree_crow,R736,4.19
14.1,1,P,F,2.65,2018,B_area_crow,R737,4.96
15.5,1,P,F,3.1,2018,D_area_crow,R737,4.04
20.4,1,P,F,6.05,2018,B_area_crow,R737,3.94
17,1,P,M,3.75,2018,log_1_crow,R738,4.82
17.6,1,P,M,4.25,2018,creek_crow,R738,3.69
19.1,1,P,M,4.65,2018,log_1_crow,R738,1.5
20.4,1,P,M,5,2018,log_1_crow,R738,3.64
14.2,1,A,M,6.9,2019,L_tree_crow,R738,4.51
14.8,1,A,M,6.9,2019,L_tree_crow,R738,4.06
15.4,1,A,M,7,2019,B_area_crow,R738,3.73
18.2,1,A,M,7.38,2019,B_area_crow,R738,3.15
18.9,1,A,M,7.75,2019,C_tree_Crow,R738,3.7
19.6,1,A,M,8.05,2019,J_tree_crow,R738,3.69
15.6,1,A,M,7.5,2020,B_area_crow,R738,4.25
16.2,1,A,M,7.75,2020,B_area_crow,R738,4.27
17.5,1,A,M,7.6,2020,B_area_crow,R738,4.03
20.3,1,A,M,7.45,2020,A_area_crow,R738,3.95
13.7,1,P,F,1.9,2018,log_3_crow,R739,4.72
15.6,1,P,F,2.85,2018,purgatory_crow,R739,2.68
17.2,1,P,F,3.45,2018,pine_crow,R739,3.45
19,1,P,F,3.85,2018,T_tree_crow,R739,2.05
20.5,1,P,F,4,2018,purgatory_crow,R739,3.59
16.8,1,A,F,7.39,2019,T_tree_crow,R739,3.92
17.5,1,A,F,7.1,2019,D_area_crow,R739,4.07
16.8,0,A,F,6,2020,snake_tree_paradise,R739,2.88
18.2,0,A,F,5.55,2020,C_paradise,R739,2.97
19.5,0,A,F,5.45,2020,snake_tree_paradise,R739,3.14
15.7,0,A,F,6.25,2022,snake_tree_paradise,R739,3.41
16.4,1,A,F,6.5,2022,V_tree_crow,R739,3.21
13.8,1,A,F,6,2018,X_tree_crow,R740,4.3
13.6,1,P,F,1.3,2018,L_tree_crow,R741_R1232,5.14
14.1,1,P,F,1.7,2018,log_2_crow,R741_R1232,5.08
17,1,P,F,2.8,2018,L_tree_crow,R741_R1232,3.59
19.1,1,P,F,3.45,2018,T_tree_crow,R741_R1232,1.11
20.4,1,P,F,3.7,2018,R_tree_crow,R741_R1232,4.18
14.2,1,A,F,5.25,2019,W_tree_crow,R741_R1232,4.29
15.4,1,A,F,5.15,2019,R_tree_crow,R741_R1232,4.24
16.8,1,A,F,5.1,2019,R_tree_crow,R741_R1232,4.72
17.8,1,A,F,5.95,2019,creek_crow,R741_R1232,4.29
18.2,1,A,F,5.65,2019,log_1_crow,R741_R1232,4.19
18.9,1,A,F,6.05,2019,log_1_crow,R741_R1232,3.58
19.6,1,A,F,6.1,2019,L_tree_crow,R741_R1232,3.87
21,1,A,F,6.05,2019,creek_crow,R741_R1232,3.64
15.3,1,A,F,5.7,2020,R_tree_crow,R741_R1232,3.86
16.7,1,A,F,6.75,2020,creek_crow,R741_R1232,3.76
17.4,1,A,F,6.5,2020,R_tree_crow,R741_R1232,4.01
18.8,1,A,F,6.05,2020,log_1_crow,R741_R1232,3.94
19.6,1,A,F,6.55,2020,creek_crow,R741_R1232,4.12
20.2,1,A,F,6.45,2020,log_1_crow,R741_R1232,3.33
20.9,1,A,F,6.35,2020,coyote_crow,R741_R1232,4.2
14,1,A,F,7.3,2021,cedar_crow,R741_R1232,2.71
14.4,1,A,F,7.4,2021,S_tree_crow,R741_R1232,3.72
15.2,1,A,F,8.3,2021,Q_tree_crow,R741_R1232,4.09
16.5,1,A,F,8.65,2021,J_tree_crow,R741_R1232,3.64
17.2,1,A,F,8.7,2021,log_3_crow,R741_R1232,3.58
9.6,1,A,F,4.95,2022,log_3_crow,R741_R1232,3.86
13.7,1,A,F,5.5,2022,S_tree_crow,R741_R1232,3.07
13.6,1,P,M,2,2018,log_2_crow,R742,1.37
14.1,1,P,M,1.9,2018,log_2_crow,R742,5.33
15.6,1,P,M,2.75,2018,R_tree_crow,R742,3.34
17,1,P,M,3.5,2018,log_3_crow,R742,3.99
17.6,1,P,M,3.55,2018,creek_crow,R742,3.4
19,1,P,M,4.35,2018,log_1_crow,R742,1.91
15.6,1,A,M,5.55,2019,log_2_crow,R742,3.71
17,1,A,M,5.8,2019,L_tree_crow,R742,1.37
17.7,1,A,M,5.9,2019,D_area_crow,R742,4.52
16.7,1,A,M,7.95,2020,coyote_crow,R742,3.27
18.9,1,A,M,7.2,2020,R_tree_crow,R742,3.31
13.6,1,P,F,1.3,2018,log_1_crow,R743,4.5
17,1,P,F,2.9,2018,L_tree_crow,R743,3.95
19,1,P,F,3.6,2018,L_tree_crow,R743,2.22
13.8,1,P,F,2.4,2018,B_area_crow,R744,4.24
14.3,1,P,F,2.6,2018,purgatory_crow,R744,4.13
13.7,1,P,F,1.9,2018,log_2_crow,R745,4.81
17,1,P,F,3.55,2018,log_1_crow,R745,4.02
19,1,P,F,4.4,2018,log_3_crow,R745,1.71
20.4,1,P,F,4.5,2018,log_1_crow,R745,3.9
7.8,1,A,F,5.75,2019,log_1_crow,R745,3.54
14.2,1,A,F,4.8,2019,log_1_crow,R745,4.02
14.8,1,A,F,4.8,2019,R_tree_crow,R745,3.93
15.5,1,A,F,5.55,2019,log_1_crow,R745,3.76
16.8,1,A,F,5.85,2019,log_1_crow,R745,4
17.8,1,A,F,5.8,2019,creek_crow,R745,4.37
18.9,1,A,F,5.8,2019,log_2_crow,R745,3.59
19.6,1,A,F,6.1,2019,log_1_crow,R745,3.98
15.3,1,A,F,8.15,2020,R_tree_crow,R745,4.27
16,1,A,F,8.3,2020,R_tree_crow,R745,3.69
16.7,1,A,F,8.65,2020,coyote_crow,R745,3.61
17.4,1,A,F,8.45,2020,log_2_crow,R745,3.28
13.7,1,P,M,5.4,2018,cedar_crow,R746,3.96
14.3,1,P,M,4,2018,580_crow,R746,3.82
13.8,1,P,F,1.45,2018,L_tree_crow,R747,5.68
15.6,1,P,F,2.1,2018,R_tree_crow,R747,4.37
17,1,P,F,2.75,2018,T_tree_crow,R747,3.69
19,1,P,F,3.6,2018,T_tree_crow,R747,2.76
20.4,1,P,F,3.9,2018,purgatory_crow,R747,3.78
14.2,1,A,F,5.25,2019,L_tree_crow,R747,4.25
14.8,1,A,F,5.1,2019,B_area_crow,R747,4.02
15.4,1,A,F,5.15,2019,L_tree_crow,R747,3.78
16.9,1,A,F,7.47,2019,L_tree_crow,R747,2.98
17.8,1,A,F,5.3,2019,creek_crow,R747,4.15
18.2,1,A,F,3.65,2019,L_tree_crow,R747,4.06
18.9,1,A,F,5.1,2019,L_tree_crow,R747,5.04
19.8,1,A,F,5.4,2019,L_tree_crow,R747,3.63
17.4,1,A,F,2,2020,S_tree_crow,R747,3.68
18.9,1,A,F,6.65,2020,L_tree_crow,R747,4.21
19.8,1,A,F,6.6,2020,S_tree_crow,R747,3.03
20.2,1,A,F,6.35,2020,L_tree_crow,R747,3.45
21.2,1,A,F,6.55,2020,S_tree_crow,R747,3.54
13.7,1,P,M,1.65,2018,L_tree_crow,R748,3.6
13.8,1,P,F,1.3,2018,p_tree_crow,R749,4.72
14.3,1,P,F,1.65,2018,p_tree_crow,R749,4.66
15.6,1,P,F,2.1,2018,p_tree_crow,R749,4.16
17.1,1,P,F,1.3,2018,T_tree_crow,R749,3.73
20.5,1,P,F,3.45,2018,K_tree_crow,R749,3.67
13.7,1,P,M,2.25,2018,B_area_crow,R750,3.78
14.1,1,P,M,2.35,2018,B_area_crow,R750,5.17
17.1,1,P,M,4.2,2018,T_tree_crow,R750,3.07
19.2,1,P,M,6.05,2018,R_tree_crow,R750,1.49
14.2,1,A,M,7.25,2019,T_tree_crow,R750,4.3
15,1,A,M,7.5,2019,T_tree_crow,R750,4.15
15.4,1,A,M,7.45,2019,S_tree_crow,R750,3.82
15.6,1,P,F,3.8,2018,B_area_crow,R752,4.95
17,1,P,F,4.4,2018,B_area_crow,R752,4.37
19.2,1,P,F,6.2,2018,B_area_crow,R752,3.8
20.4,1,P,F,6.9,2018,B_area_crow,R752,3.84
17,1,P,F,3.65,2018,W_tree_crow,R753,3.63
19,1,P,F,4.25,2018,oak_crow,R753,0.2
20.4,1,P,F,4.45,2018,cedar_crow,R753,4.33
7.8,1,A,F,7,2019,T_tree_crow,R753,3.66
15.7,1,P,M,3,2018,purgatory_crow,R754,3.56
15.7,1,P,M,4.2,2018,log_3_crow,R755,4.03
15.6,1,P,F,1.9,2018,B_area_crow,R756,4.15
15.6,1,A,M,7.65,2018,T_tree_crow,R757,3.54
14.2,1,P,F,2.45,2018,580_crow,R758,3.65
14.3,1,A,M,7,2018,580_crow,R759,4.57
19.1,1,A,M,6.5,2018,580_crow,R759,2.03
20.5,1,A,M,7.35,2018,580_crow,R759,3.48
14.3,1,A,F,6.3,2018,log_1_crow,R760,3.12
15.6,1,A,F,6.75,2018,log_3_crow,R760,3.66
14.3,1,P,M,3,2018,B_area_crow,R761,4.05
17.2,1,P,M,4.95,2018,B_area_crow,R761,3.57
14.2,1,P,M,3.25,2018,log_1_crow,R763,3.97
14.2,1,P,F,2.7,2018,log_1_crow,R764,2.73
15.6,1,P,F,3.2,2018,R_tree_crow,R764,3.85
17,1,P,F,4.1,2018,log_1_crow,R764,4.07
20.4,1,P,F,4.7,2018,log_1_crow,R764,3.11
14.3,1,A,F,6.6,2019,log_3_crow,R764,3.76
14.8,1,A,F,6.6,2019,R_tree_crow,R764,3.89
15.5,1,A,F,6.5,2019,log_3_crow,R764,4.25
17.6,0,A,F,6.35,2019,D_paradise,R764,3.72
13.7,1,A,F,8.2,2022,log_3_crow,R764,2.92
14.6,1,A,F,7.05,2022,log_2_crow,R764,3.52
15.1,1,A,F,6.75,2022,S_tree_crow,R764,3.17
15.1,0,P,F,2.4,2018,river_paradise,R766,4.05
17.5,0,A,F,7.75,2019,N_paradise,R766,3.28
21.2,0,A,F,6.05,2019,N_paradise,R766,2.65
15.5,1,P,F,3.5,2018,B_area_crow,R767,4.5
20.4,1,P,F,6.5,2018,B_area_crow,R767,3.93
19,1,A,F,7.75,2019,cedar_crow,R767,4.11
19.7,1,A,F,9.38,2019,A_area_crow,R767,4.48
15.7,1,A,F,9.8,2020,B_area_crow,R767,3.04
15.7,1,P,M,3.5,2018,purgatory_crow,R769,3.99
17.1,1,P,M,4.25,2018,pine_crow,R769,2.28
17.6,0,P,M,4.55,2018,D_paradise,R769,3.22
19.7,1,A,M,9.65,2019,A_area_crow,R769,4.39
15.1,0,P,F,2.95,2018,F_paradise,R770,4.24
17.6,0,P,F,2.05,2018,G_paradise,R770,3.23
20.5,1,P,F,3.25,2018,cedar_crow,R770,3.64
15.7,1,P,F,2.9,2018,580_crow,R772,4.29
15.1,0,P,M,2.8,2018,C_Paradise,R773,4.19
17.8,0,P,M,4.3,2018,river_paradise,R773,1.17
15.7,1,P,M,3.15,2018,log_1_crow,R775,3.64
17.1,1,P,M,4.15,2018,log_2_crow,R775,2.48
19,1,P,M,4.7,2018,log_2_crow,R775,0.83
20.4,1,P,M,5.1,2018,log_2_crow,R775,3.7
15.7,1,P,M,3.4,2018,580_crow,R776,2.99
17,1,P,F,3,2018,purgatory_crow,R777_R889,4.16
19,1,P,F,3.7,2018,T_tree_crow,R777_R889,2.1
20.4,1,P,F,3.9,2018,J_tree_crow,R777_R889,3.74
15.5,1,A,F,5.8,2019,V_tree_crow,R777_R889,3.57
17,1,A,F,5.85,2019,oak_crow,R777_R889,2.32
19,1,A,F,5.9,2019,purgatory_crow,R777_R889,3.8
15.3,1,A,F,5.25,2020,T_tree_crow,R777_R889,3.91
16,1,A,F,5.45,2020,N_tree_crow,R777_R889,3.6
17.4,1,A,F,5.55,2020,N_tree_crow,R777_R889,4.16
18.8,1,A,F,4.85,2020,T_tree_crow,R777_R889,3.74
19.6,1,A,F,5.2,2020,creek_crow,R777_R889,3.39
15.1,1,A,F,5.61,2022,sunnyside_crow,R777_R889,3.83
16.4,1,A,F,5.2,2022,W_tree_crow,R777_R889,3.42
17.8,1,A,F,5.95,2022,580_crow,R777_R889,2.99
13.7,1,A,F,5.45,2023,sunnyside_crow,R777_R889,2.96
15.2,1,A,F,6,2023,sunnyside_crow,R777_R889,2.78
16.7,1,A,F,6.2,2023,580_crow,R777_R889,4.16
