day.s,site,stage,sex,mass_div_100,year,area,uid,lnCort
19.3,1,P,M,5.3,2022,cedar_crow,R1239,3.7
16.4,1,P,M,4.6,2022,A_area_crow,R1240,3.83
17.8,1,P,M,6.65,2022,B_area_crow,R1240,3.53
19.3,1,P,M,7.2,2022,B_area_crow,R1240,4.08
13.2,1,A,M,8.17,2023,I_tree_crow,R1240,3.76
14.2,1,A,M,9.75,2023,A_area_crow,R1240,3.67
15.6,1,A,M,9.05,2023,I_tree_crow,R1240,3.98
16.7,1,A,M,8.8,2023,D_area_crow,R1240,3.6
18.4,1,A,M,9.5,2023,N_tree_crow,R1240,3.2
13.7,1,P,F,2.7,2022,cedar_crow,R1241,3.65
14.6,1,P,F,3.15,2022,580_crow,R1241,3.32
13.7,1,P,F,1.7,2022,B_area_crow,R1242,3.2
14.6,1,P,F,2.05,2022,A_area_crow,R1242,3.05
15.1,1,P,F,1.95,2022,B_area_crow,R1242,3.06
13.7,1,P,M,2.9,2022,B_area_crow,R1243,3.01
15.1,1,P,M,4.3,2022,A_area_crow,R1243,3.46
20,1,P,F,3.45,2021,log_4_crow,R1244,4.06
16.5,1,A,F,6.91,2022,sunnyside_crow,R1244,4.12
18,1,A,F,6.95,2022,Y_tree_crow,R1244,3.58
15.8,1,A,F,7.25,2023,sunnyside_crow,R1244,3.49
16.7,1,A,F,7.5,2023,Y_tree_crow,R1244,2.84
18.4,1,A,F,7,2023,darkside_crow,R1244,3.81
20,1,P,F,3.85,2021,580_crow,R1245,2.9
20.7,1,A,M,5.75,2021,coyote_crow,R1246,3.06
20.1,1,P,F,2.4,2021,580_crow,R1247,3.04
18.8,1,A,M,4.95,2021,Y_tree_crow,R1248,3.43
20.3,1,A,F,5.05,2013,580_crow,R125,5.28
18.8,1,A,M,4.65,2021,B_area_crow,R1250_R1264,4.13
14,1,A,M,7.55,2022,V_tree_crow,R1250_R1264,3.45
16.4,1,A,M,7.7,2022,sunnyside_crow,R1250_R1264,3.29
19.2,1,A,M,8.06,2022,oak_crow,R1250_R1264,3.91
14.6,1,P,F,2.8,2022,B_area_crow,R1251,3.25
15.1,1,P,F,3.55,2022,B_area_crow,R1251,3.39
16.4,1,P,F,4.1,2022,A_area_crow,R1251,3.74
17.8,1,P,F,5.7,2022,A_area_crow,R1251,4.16
19.3,1,P,F,6.35,2022,B_area_crow,R1251,3.84
12.8,1,A,F,7.4,2023,H_tree_crow,R1251,4.53
14.2,1,A,F,7.4,2023,A_area_crow,R1251,3.98
15.7,1,A,F,7.35,2023,B_area_crow,R1251,4.5
16.7,1,A,F,7.45,2023,A_area_crow,R1251,4.17
18.6,1,A,F,8.6,2023,I_tree_crow,R1251,3.96
19.9,1,A,F,9.5,2023,A_area_crow,R1251,4.48
15.5,1,A,F,7,2024,B_area_crow,R1251,4.125229346
16.2,1,A,F,6.7,2024,J_tree_crow,R1251,4.047916606
17.6,1,A,F,6.85,2024,N_tree_crow,R1251,3.926241443
14,1,P,M,1.55,2022,cedar_crow,R1252,4.22
15.1,1,P,M,2,2022,cedar_crow,R1252,3.37
16.4,1,P,M,2.95,2022,cedar_crow,R1252,3.48
17.8,1,P,M,2.65,2022,cedar_crow,R1252,3.53
19.2,1,P,M,4.25,2022,cedar_crow,R1252,3.52
15.1,1,P,F,4.8,2022,darkside_crow,R1253,4
16.4,1,P,F,4.2,2022,cedar_crow,R1253,3.58
17.9,1,P,F,4.5,2022,cedar_crow,R1253,3.8
19.2,1,P,F,4.95,2022,darkside_crow,R1253,2.88
15.1,1,P,M,2.25,2022,J_tree_crow,R1254,3.1
16.4,1,P,M,3,2022,T_tree_crow,R1254,3.04
18,1,P,M,4,2022,J_tree_crow,R1254,3.13
19.2,1,P,M,4.3,2022,J_tree_crow,R1254,3.23
12.9,1,A,M,6.65,2023,creek_crow,R1254,3.27
16.4,1,A,M,7.55,2023,coyote_crow,R1254,2.45
18.6,1,A,M,7.8,2023,J_tree_crow,R1254,3.68
20.1,1,A,M,7.6,2023,S_tree_crow,R1254,3.89
14.3,1,P,F,3.6,2022,B_area_crow,R1255,3.06
15.1,1,P,F,3.6,2022,B_area_crow,R1255,3.95
16.4,1,P,F,4.25,2022,C_tree_Crow,R1255,3.27
17.8,1,P,F,5.4,2022,B_area_crow,R1255,3.62
19.2,1,P,F,6.1,2022,B_area_crow,R1255,3.75
14.2,1,A,F,8.2,2023,A_area_crow,R1255,4.12
15.7,1,A,F,7.95,2023,B_area_crow,R1255,4.18
16.7,1,A,F,9.35,2023,H_tree_crow,R1255,4.23
14.3,1,P,M,1.6,2022,J_tree_crow,R1256,2.25
15.1,1,P,M,2.35,2022,J_tree_crow,R1256,3.46
16.4,1,P,M,3.05,2022,T_tree_crow,R1256,3.08
17.8,1,P,M,3.85,2022,D_area_crow,R1256,2.95
19.2,1,P,M,4.45,2022,K_tree_crow,R1256,3.59
14,1,P,F,2.2,2022,H_tree_crow,R1258,2.08
15.1,1,P,F,2.75,2022,H_tree_crow,R1258,2.91
16.5,1,P,F,3.65,2022,L_tree_crow,R1258,2.69
14.8,1,P,M,4,2014,V_tree_crow,R126_L229,4.07
15.3,1,P,M,4.25,2014,log_3_crow,R126_L229,4.12
17.4,1,P,M,5.3,2014,oak_crow,R126_L229,5.24
17.6,1,P,M,4.25,2014,trash_trio_crow,R126_L229,4.58
14,1,A,M,6.95,2015,R_tree_crow,R126_L229,4.43
17.4,1,A,M,7.15,2015,P_tree_crow,R126_L229,4.75
18.7,1,A,M,7.45,2015,w_tree_crow,R126_L229,4.79
19.4,1,A,M,7.85,2015,creek_crow,R126_L229,4.71
14.3,1,P,M,2.9,2022,V_tree_crow,R1260,2.91
15.1,1,P,M,3.05,2022,V_tree_crow,R1260,3.55
16.4,1,P,M,3.95,2022,V_tree_crow,R1260,3.55
17.8,1,P,M,4.55,2022,cedar_crow,R1260,3.28
19.3,1,P,M,5.35,2022,cedar_crow,R1260,3.53
16.4,1,P,M,2.5,2022,B_area_crow,R1262,2.43
17.8,1,P,M,3.3,2022,log_3_crow,R1262,2.86
19.2,1,P,M,4.3,2022,T_tree_crow,R1262,3.71
12.8,1,A,M,7,2023,log_1_crow,R1262,3.15
15.6,1,A,M,7.55,2023,log_1_crow,R1262,2.61
18.4,1,A,M,7.9,2023,log_1_crow,R1262,3.79
19.9,1,A,M,8.4,2023,log_1_crow,R1262,3.05
15.1,1,A,M,8.15,2024,log_1_crow,R1262,3.047470469
15.1,1,P,F,1.9,2022,P_tree_crow,R1263,3.14
16.4,1,P,F,2.6,2022,580_crow,R1263,3.36
17.8,1,P,F,3,2022,Y_tree_crow,R1263,3.57
19.2,1,P,F,3.4,2022,580_crow,R1263,3.11
15.6,1,A,F,6.65,2023,pine_crow,R1263,3.56
18.4,1,A,F,6.9,2023,T_tree_crow,R1263,3.59
19.9,1,A,F,7.2,2023,V_tree_crow,R1263,3.84
14.3,1,A,F,9.95,2022,B_area_crow,R1265,2.96
18.6,1,A,F,7.5,2023,B_area_crow,R1265,4.61
15.1,1,P,F,3.85,2022,B_area_crow,R1266,4.01
16.4,1,P,F,4.1,2022,cheerio_tree_crow,R1266,3.22
17.9,1,P,F,6.05,2022,B_area_crow,R1266,3.66
19.2,1,P,F,6.7,2022,B_area_crow,R1266,4.07
15.1,1,P,M,2.35,2022,K_tree_crow,R1267,3.41
16.4,1,P,M,3.2,2022,oak_crow,R1267,3.17
17.9,1,P,M,3.35,2022,L_tree_crow,R1267,2.9
16.3,1,A,M,6.55,2023,creek_crow,R1267,2.28
19.3,1,A,M,8.3,2023,creek_crow,R1267,3.41
15.7,1,A,M,8,2024,oak_crow,R1267,2.206734767
16.2,1,A,M,8,2024,V_tree_crow,R1267,2.943385793
14.3,1,P,F,1.15,2022,log_1_crow,R1268,2.6
16.4,1,P,F,2.3,2022,log_3_crow,R1268,3.15
17.9,1,P,F,3.15,2022,R_tree_crow,R1268,3.31
12.8,1,A,F,6.05,2023,log_1_crow,R1268,4.23
14.5,1,A,F,6.2,2023,bathroom_crow,R1268,4.47
15.6,1,A,F,5.7,2023,R_tree_crow,R1268,3.27
16.7,1,A,F,5.85,2023,S_tree_crow,R1268,4.15
18.4,1,A,F,6.1,2023,log_1_crow,R1268,3.55
19.9,1,A,F,6.4,2023,S_tree_crow,R1268,3.24
15.1,1,A,F,5.2,2024,log_2_crow,R1268,4.166913255
15.5,1,A,F,5.35,2024,M_tree_crow,R1268,3.831849682
16.3,1,A,F,6.25,2024,Pine_crow,R1268,4.434713957
17.7,1,A,F,6.6,2024,S_tree_crow,R1268,4.133308832
15.1,1,P,M,1.65,2022,log_1_crow,R1269,2.54
14.8,1,A,M,4.1,2014,T_tree_crow,R127,3.98
15.1,1,P,M,1.75,2022,cedar_crow,R1270,3.6
14.6,1,P,M,1.2,2022,J_tree_crow,R1271,2.72
16.4,1,P,M,2.45,2022,J_tree_crow,R1271,3.44
14.6,1,P,M,1.4,2022,O_tree_crow,R1272,3.09
16.4,1,P,M,2.55,2022,J_tree_crow,R1272,2.89
17.8,1,P,M,3.2,2022,D_area_crow,R1272,3.54
19.2,1,P,M,3.7,2022,D_area_crow,R1272,2.97
15.9,1,A,M,5.65,2023,B_area_crow,R1272,3.8
16.4,1,P,M,2.9,2022,P_tree_crow,R1273,3.39
17.9,1,P,M,3.6,2022,cedar_crow,R1273,2.89
19.3,1,P,M,4.3,2022,cedar_crow,R1273,3.17
14.6,1,P,M,2.35,2022,A_area_crow,R1274,2.58
15.1,1,P,M,3.8,2022,P_tree_crow,R1275,3.22
16.4,1,P,M,4.55,2022,P_tree_crow,R1275,3.24
17.8,1,P,M,4.95,2022,W_tree_crow,R1275,2.65
19.2,1,P,M,5.75,2022,W_tree_crow,R1275,3.71
16.4,1,P,M,2.65,2022,K_tree_crow,R1276,2.79
17.8,1,P,M,3.6,2022,D_area_crow,R1276,3.05
15.7,0,A,F,5.25,2022,N_paradise,R1277,3.75
19.2,0,A,F,6.5,2023,X_paradise,R1277,3.26
15.8,0,P,F,2.15,2022,snake_tree_paradise,R1279,2.9
15.8,0,P,M,2.95,2022,E_paradise,R1280,2.87
15.8,0,P,F,2.6,2022,playground_paradise,R1281,3.39
15.8,0,P,F,3.35,2022,X_paradise,R1282_L1378,2.96
17.7,0,A,F,5.95,2023,X_paradise,R1282_L1378,3.74
15.8,0,P,M,2.55,2022,playground_paradise,R1283,3.25
15.9,0,P,F,3.1,2022,bush_paradise,R1284,2.99
19.3,0,A,F,8.65,2023,E_paradise,R1284,3.54
15.9,0,P,M,3.05,2022,playground_paradise,R1285,3.03
15.9,0,P,F,3.5,2022,snake_tree_paradise,R1286,2.78
16.4,1,P,M,1.35,2022,Q_tree_crow,R1287,3.16
17.8,1,P,M,2.2,2022,Q_tree_crow,R1287,2.87
15.9,0,P,F,3.17,2022,fortress_paradise,R1288,3.35
15.9,0,P,M,3.45,2022,N_paradise,R1289,2.76
14.9,1,P,M,3.25,2014,T_tree_crow,R129_L206,4.18
15.3,1,P,M,3.3,2014,S_tree_crow,R129_L206,4.33
17.4,1,P,M,4.05,2014,S_tree_crow,R129_L206,4.56
15.5,1,A,M,7.5,2015,creek_crow,R129_L206,4.27
17.4,1,A,M,7.3,2015,log_1_crow,R129_L206,4.21
18.7,1,A,M,7.6,2015,log_1_crow,R129_L206,4.56
20.1,1,A,M,7.5,2015,log_1_crow,R129_L206,4.73
19.4,1,A,M,6.7,2016,L_tree_crow,R129_L206,3.79
15.9,0,A,F,7,2022,beach_paradise,R1290,3.48
15.9,0,A,F,6.35,2022,X_paradise,R1291,2.9
15.8,0,P,M,1.5,2022,U_paradise,R1293,3.51
15.8,0,A,M,7.25,2022,culvert_paradise,R1294,3
20,0,A,M,7.2,2022,culvert_paradise,R1294,3.11
16.4,0,A,M,8.25,2023,playground_paradise,R1294,2.76
19.1,0,A,M,8.75,2023,playground_paradise,R1294,3.07
15.8,0,A,M,6.9,2022,X_paradise,R1296,2.71
20,0,A,M,6.35,2022,G_paradise,R1296,3.22
19.3,0,A,M,7.25,2023,N_paradise,R1296,2.82
15.7,0,P,F,2.2,2022,X_paradise,R1297,3.01
20,0,P,F,3.4,2022,N_paradise,R1297,2.95
15.7,0,A,F,5.1,2022,bush_paradise,R1298,3.98
16.5,0,A,F,5.6,2023,playground_paradise,R1298,3.36
17.7,0,A,F,5.55,2023,N_paradise,R1298,3.84
18.4,1,A,F,5.1,2023,log_1_crow,R1298,3.48
19.1,0,A,F,4.65,2023,H_paradise,R1298,3.83
19.9,1,A,F,4.65,2023,O_tree_crow,R1298,4.08
15.1,1,A,M,9.2,2022,B_area_crow,R1299,4.26
13.2,1,A,M,9,2023,pine_crow,R1299,2.99
13.5,1,A,M,9,2023,cedar_crow,R1299,3.69
14.4,1,A,M,8.1,2023,N_tree_crow,R1299,3.96
15,1,A,M,8.95,2023,pine_crow,R1299,4.05
15.6,1,A,M,8.95,2023,U_tree_crow,R1299,4.14
18.4,1,A,M,9.7,2023,U_tree_crow,R1299,3.85
20.1,1,A,M,9.95,2023,oak_crow,R1299,4.35
15.6,1,A,M,10.35,2024,U_tree_crow,R1299,3.439648568
16.2,1,A,M,10.6,2024,P_tree_crow,R1299,3.502592822
17.6,1,A,M,10.6,2024,U_tree_crow,R1299,4.485056937
16.4,1,P,M,3.55,2022,D_area_crow,R1301,3.53
18,1,P,M,4.3,2022,B_area_crow,R1301,3.77
19.2,1,P,M,5.85,2022,C_tree_Crow,R1301,4.47
15.3,1,A,M,8.45,2023,Z_tree_crow,R1301,3.08
15.8,1,A,M,9.05,2023,Y_tree_crow,R1301,3.69
16.4,1,P,F,3.8,2022,log_2_crow,R1302,2.98
18,1,P,F,4.15,2022,log_1_crow,R1302,2.69
19.2,1,P,F,4.2,2022,log_1_crow,R1302,2.97
13,1,A,F,5.7,2023,log_3_crow,R1302,4.36
16.5,1,P,M,2,2022,D_area_crow,R1303,2.94
17.8,1,P,M,2.9,2022,D_area_crow,R1303,3.31
19.2,1,P,M,4.25,2022,D_area_crow,R1303,4.27
16.5,1,A,M,10.2,2022,T_tree_crow,R1304,2.84
17.8,1,A,M,5.45,2022,log_1_crow,R1305,2.32
17.8,1,P,M,4.7,2022,A_area_crow,R1306,3.42
17.9,1,P,M,3.55,2022,L_tree_crow,R1307,2.91
19.3,1,P,M,4.05,2022,log_1_crow,R1307,2.28
19.9,0,P,M,3.95,2022,snake_tree_paradise,R1307,2.27
17.9,1,P,F,3.65,2022,A_area_crow,R1308,3.45
17.9,1,P,F,4.85,2022,log_3_crow,R1309,2.98
14.8,1,P,F,3.3,2014,T_tree_crow,R131_L168,3.52
17.4,1,P,F,4.15,2014,L_tree_crow,R131_L168,4.23
14,1,A,F,5.85,2015,log_2_crow,R131_L168,4.63
17.3,1,A,F,5.4,2015,B_area_crow,R131_L168,5.02
18.7,1,A,F,5.6,2015,B_area_crow,R131_L168,5.23
15.3,1,A,F,5.8,2016,B_area_crow,R131_L168,4.49
16,1,A,F,6.05,2016,B_area_crow,R131_L168,4.15
17.4,1,A,F,6.65,2016,B_area_crow,R131_L168,4.04
19.4,1,A,F,6.4,2016,B_area_crow,R131_L168,4.32
17.9,1,P,F,3.75,2022,sunnyside_crow,R1310,3.71
19.2,1,A,M,7.9,2022,Y_tree_crow,R1311,3.49
18,1,P,M,3.55,2022,cheerio_tree_crow,R1312,3.22
18,1,P,M,3.05,2022,log_1_crow,R1313,3.57
19.2,1,P,M,3.35,2022,log_1_crow,R1313,3.14
19.3,1,P,F,2.85,2022,log_3_crow,R1315,2.65
20,0,P,F,2.75,2022,H_paradise,R1315,2.68
16.3,0,A,F,5.3,2023,river_paradise,R1315,3.7
17.7,0,A,F,7.15,2023,river_paradise,R1315,3.64
19.1,0,A,F,7.7,2023,N_paradise,R1315,3.97
15.6,1,A,F,5.9,2024,R_tree_crow,R1315,3.816700826
16.3,1,A,F,5.9,2024,S_tree_crow,R1315,4.599011259
16.9,0,A,F,5.55,2024,river_paradise,R1315,3.805506266
17.6,1,A,F,5.2,2024,oak_crow,R1315,4.664966229
20,0,P,F,4.55,2022,E_paradise,R1316,3.55
16.4,0,A,F,7.1,2023,G_paradise,R1316,3.24
12.8,1,A,F,5.42,2023,I_tree_crow,R1317_R1349_L1340,3.71
14.5,1,A,F,5.6,2023,log_1_crow,R1317_R1349_L1340,4.46
15.6,1,A,F,5.45,2023,log_1_crow,R1317_R1349_L1340,3.68
18.4,1,A,F,5.25,2023,log_2_crow,R1317_R1349_L1340,4.2
20,1,A,F,5.2,2023,log_2_crow,R1317_R1349_L1340,3.54
20,0,A,F,6.35,2022,fortress_paradise,R1318,3.07
19.2,1,A,F,7.7,2022,B_area_crow,R1319,3.76
19.3,1,A,M,5.15,2022,log_1_crow,R1320,2.53
20,0,P,M,4.6,2022,X_paradise,R1321,2.79
17.7,0,A,M,7.9,2023,fortress_paradise,R1321,3.36
16.5,1,P,F,3.55,2022,580_crow,R1322,3.68
16.5,1,P,F,3,2022,580_crow,R1323,3.33
16.5,1,P,F,1.6,2022,sunnyside_crow,R1324,2.56
16.4,1,A,M,8.05,2022,D_area_crow,R1325_L1437,2.85
20,1,A,M,7.85,2023,H_tree_crow,R1325_L1437,5.43
17.7,1,A,M,7.8,2024,cheerio_tree_Crow,R1325_L1437,4.125778628
13.5,1,A,F,6.9,2023,580_crow,R1327,3.45
20,1,A,F,5.7,2023,Z_tree_crow,R1327,3.2
13.8,1,A,M,5.8,2023,darkside_crow,R1328,3.28
14.8,1,P,M,2.05,2014,A_area_crow,R133_L195,3.78
17.4,1,P,M,3.55,2014,B_area_crow,R133_L195,4.82
17.7,1,P,M,3.75,2014,B_area_crow,R133_L195,4.96
13.8,1,A,M,7.35,2023,darkside_crow,R1330,3.52
14.2,1,A,F,7.3,2023,F_tree_crow,R1331,4.72
15.8,1,A,F,7.45,2023,G_tree_crow,R1331,3.81
16.7,1,A,F,6.8,2023,G_tree_crow,R1331,4.23
18.4,1,A,F,6.1,2023,G_tree_crow,R1331,3.6
14.2,1,A,M,6.45,2023,A_area_crow,R1332,4.09
14.4,1,P,F,2.2,2023,H_tree_crow,R1333,4.52
15.6,1,P,F,1.8,2023,H_tree_crow,R1333,4.09
16.7,1,P,F,2.2,2023,B_area_crow,R1333,3.43
18.4,1,P,F,2.95,2023,B_area_crow,R1333,3.9
19.9,1,P,F,3.7,2023,B_area_crow,R1333,3.61
15.1,1,A,F,5.9,2024,B_area_crow,R1333,2.141476933
16.2,1,A,F,6.1,2024,F_tree_crow,R1333,3.582017812
17.6,1,A,F,6.7,2024,D_area_crow,R1333,3.684555398
19.9,1,A,F,7.45,2024,cedar_crow,R1333,3.486273554
15.6,1,P,M,3.35,2023,B_area_crow,R1336,3.29
16.7,1,P,M,4.15,2023,B_area_crow,R1336,4.39
18.4,1,P,M,5.5,2023,A_area_crow,R1336,4.31
20,1,P,M,7.65,2023,C_tree_crow,R1336,3.96
15.5,1,A,M,7.55,2024,A_area_crow,R1336,3.893370117
16.3,1,A,M,7.8,2024,B_area_crow,R1336,4.067418624
17.8,1,A,M,7.9,2024,A_area_crow,R1336,4.246235548
14.4,1,P,M,1.55,2023,H_tree_crow,R1338,3.47
14.4,1,P,M,1.55,2023,H_tree_crow,R1339,4.01
15.7,1,P,M,2.4,2023,D_area_crow,R1339,3.51
16.7,1,P,M,3.2,2023,B_area_crow,R1339,3.73
18.4,1,P,M,4.55,2023,D_area_crow,R1339,3.52
19.9,1,P,M,5.9,2023,N_tree_crow,R1339,3.74
15.1,1,A,M,9.3,2024,S_tree_crow,R1339,2.652255563
15.6,1,A,M,9.3,2024,V_tree_crow,R1339,2.922836117
16.2,1,A,M,9.45,2024,S_tree_crow,R1339,3.050564509
14.8,1,P,M,4.75,2014,Q_tree_crow,R134_L227,4.16
17.4,1,P,M,5.85,2014,cedar_crow,R134_L227,4.13
14.5,1,A,M,6.75,2023,bathroom_crow,R1341,3.52
15.8,1,P,M,3,2023,W_tree_crow,R1342,2.86
19.9,1,P,M,6.3,2023,W_tree_crow,R1342,3.36
15,1,P,M,2.6,2023,W_tree_crow,R1343,3.78
15.6,1,P,M,2.9,2023,P_tree_crow,R1343,2.49
16.7,1,P,M,3.45,2023,D_area_crow,R1343,3.39
18.4,1,P,M,5.1,2023,W_tree_crow,R1343,3.56
19.9,1,P,M,6.15,2023,P_tree_crow,R1343,3.76
15.5,1,A,M,8.05,2024,B_area_crow,R1343,3.737145672
16.2,1,A,M,8.1,2024,B_area_crow,R1343,4.349477616
20,1,A,M,8.7,2024,D_area_crow,R1343,3.802998273
15.2,1,A,M,7,2023,sunnyside_crow,R1344,4.1
15.2,1,A,M,6.8,2023,580_crow,R1345,3.37
18.6,1,A,M,7.45,2023,sunnyside_crow,R1345,3.32
19.9,1,A,M,7.2,2023,580_crow,R1345,3.78
15.6,1,P,M,3.5,2023,B_area_crow,R1346,4.09
16.7,1,P,M,4.55,2023,H_tree_crow,R1346,3.8
18.4,1,P,M,5.95,2023,A_area_crow,R1346,3.5
19.9,1,P,M,7.15,2023,D_area_crow,R1346,3.96
15.5,1,A,M,8.85,2024,D_area_crow,R1346,3.701647593
16.2,1,A,M,9,2024,D_area_crow,R1346,3.48676327
17.8,1,A,M,9.75,2024,D_area_crow,R1346,3.328555002
19.9,1,A,M,1.45,2024,D_area_crow,R1346,3.638778005
15.6,1,P,F,2.1,2023,C_tree_crow,R1347,3.36
16.7,1,P,F,2.7,2023,D_area_crow,R1347,3.42
18.6,1,P,F,4.1,2023,I_tree_crow,R1347,3.91
20,1,P,F,5.1,2023,H_tree_crow,R1347,4.33
15.6,1,P,F,2.7,2023,B_area_crow,R1348,3.53
16.7,1,P,F,3.25,2023,B_area_crow,R1348,3.76
18.6,1,P,F,4.75,2023,A_area_crow,R1348,3.85
20,1,P,F,5.55,2023,B_area_crow,R1348,4.13
15.7,1,P,F,1.85,2023,H_tree_crow,R1351,3.49
16.7,1,P,F,2,2023,B_area_crow,R1351,3.73
15.5,1,A,F,5.7,2024,cheerio_tree_Crow,R1351,3.619529376
16.2,1,A,F,5.35,2024,A_area_crow,R1351,3.827945502
15.6,1,A,F,6.3,2023,oak_crow,R1352,3.26
15.6,1,P,M,2.2,2023,B_area_crow,R1353,3.55
18.4,1,P,M,4.3,2023,D_area_crow,R1353,3.89
19.9,1,P,M,5.45,2023,N_tree_crow,R1353,3.96
15.5,1,A,M,9.75,2024,V_tree_crow,R1353_R1463,3.520342452
16.2,1,A,M,10.05,2024,W_tree_crow,R1353_R1463,2.401941025
17.6,1,A,M,10.15,2024,W_tree_crow,R1353_R1463,4.120564463
15.7,1,P,F,2.2,2023,B_area_crow,R1354,3
18.4,1,P,F,3.75,2023,T_tree_crow,R1354,3.45
20,1,P,F,4.8,2023,J_tree_crow,R1354,3.96
15.5,1,A,F,6.6,2024,P_tree_crow,R1354,3.255014871
15.7,1,P,F,2.15,2023,B_area_crow,R1355,2.96
16.7,1,P,F,2.7,2023,D_area_crow,R1355,3.46
15.5,1,A,F,7.4,2024,D_area_crow,R1355,2.617896075
16.2,1,A,F,7.1,2024,cedar_crow,R1355,3.158015312
17.6,1,A,F,8.55,2024,A_area_crow,R1355,4.058560745
19.9,1,A,F,8.9,2024,A_area_crow,R1355,3.634504351
15.7,1,A,M,7,2023,B_area_crow,R1356,4.4
16.3,0,A,M,5.8,2023,snake_tree_paradise,R1357,2.79
17.7,0,A,M,6.95,2023,snake_tree_paradise,R1357,2.68
19.1,0,A,M,6.65,2023,snake_tree_paradise,R1357,2.96
15.8,1,P,F,2.55,2023,P_tree_crow,R1359,3.28
18.4,1,P,F,3.75,2023,P_tree_crow,R1359,3.36
19.9,1,P,F,4.95,2023,P_tree_crow,R1359,3.64
15.6,1,A,F,6.45,2024,moon_crow,R1359,3.911454962
15.8,1,P,F,2.05,2023,D_area_crow,R1360,3.4
16.7,1,P,F,2.8,2023,D_area_crow,R1360,3.3
20,1,P,F,4.9,2023,D_area_crow,R1360,4.31
16.2,1,A,F,6.35,2024,E_tree_crow,R1360,3.955197431
17.6,1,A,F,6.35,2024,moon_crow,R1360,4.47726863
16.3,0,A,F,6.45,2023,G_paradise,R1361,3.31
15.8,1,P,M,1.45,2023,log_3_crow,R1362,3.17
16.7,1,P,M,2.3,2023,log_2_crow,R1362,3.37
18.4,1,P,M,2.95,2023,T_tree_crow,R1362,3.64
19.9,1,P,M,3.6,2023,log_3_crow,R1362,3.12
17.8,1,A,M,8.25,2024,G_tree_crow,R1362,4.270927462
15.9,1,A,M,7.8,2023,R_tree_crow,R1363,2.98
15.5,1,A,M,8.1,2024,S_tree_crow,R1363,2.698942182
16.2,1,A,M,8.35,2024,Pine_crow,R1363,4.342999903
17.6,1,A,M,8,2024,Pine_crow,R1363,4.787475076
15.9,1,A,F,7.15,2023,sunnyside_crow,R1364,3.1
16.3,0,A,F,5.45,2023,playground_paradise,R1365,3.52
17.8,0,A,F,7.75,2023,U_paradise,R1365,3.28
16.4,0,A,F,6.05,2023,E_paradise,R1366,3.49
17.8,0,A,F,5.75,2023,lower_runway_paradise,R1366,3.87
19.3,1,A,F,5.7,2023,creek_crow,R1366,3.66
16.4,0,A,F,6.85,2023,H_paradise,R1367,2.7
19.1,0,A,F,7.75,2023,H_paradise,R1367,3.02
16.4,0,A,F,6.45,2023,snake_tree_paradise,R1368,3.19
17.8,0,A,F,6.75,2023,snake_tree_paradise,R1368,2.85
17,0,A,F,5.45,2024,snake_tree_paradise,R1368_L1481,4.294887977
19.7,0,A,F,4.5,2024,snake_tree_paradise,R1368_L1481,3.565468109
16.4,0,A,M,7.5,2023,fortress_paradise,R1369,3.06
17.8,0,A,M,7.55,2023,fortress_paradise,R1369,3.52
16.5,0,A,M,8.3,2023,E_paradise,R1370,2.88
16.5,0,A,M,7.65,2023,beach_paradise,R1371,3.01
17.8,0,A,M,8.2,2023,beach_paradise,R1371,3.16
19.1,0,A,M,8.05,2024,monterey_bay_paradise,R1371,2.890038369
19.7,0,A,M,7.95,2024,monterey_bay_paradise,R1371,3.260248068
16.5,0,A,M,6,2023,river_paradise,R1372,3.47
16.5,0,A,F,7.45,2023,T_paradise,R1373,2.75
16.5,0,A,F,5.75,2023,culvert_paradise,R1374,2.93
16.5,0,A,F,5.4,2023,H_paradise,R1375,3.4
17.7,0,A,F,6.5,2023,playground_paradise,R1376,2.58
17.7,0,P,M,2.35,2023,U_paradise,R1377,4.26
19.1,0,P,M,3.4,2023,X_paradise,R1377,3.67
16.9,0,A,F,6.85,2024,U_paradise,R1379,3.205344691
17.7,0,A,F,5.05,2023,culvert_paradise,R1380,3.46
19.3,0,A,F,4.95,2023,culvert_paradise,R1380,3.42
17.8,0,A,M,7.3,2023,culvert_paradise,R1381,3.12
19.1,0,A,M,7,2023,culvert_paradise,R1381,2.88
19.1,0,A,M,8.1,2024,F_paradise,R1381,3.041852209
17.8,0,A,M,9.6,2023,E_paradise,R1382,2.8
17.8,0,P,F,2.4,2023,X_paradise,R1383,4.49
19.2,0,P,F,3.1,2023,X_paradise,R1383,3.16
17.8,0,P,M,1.8,2023,river_paradise,R1384,2.35
17.8,0,P,F,2.15,2023,U_paradise,R1385,3.07
19.2,0,P,F,2.9,2023,X_paradise,R1385,3.12
17.9,0,P,F,1.55,2023,N_paradise,R1388,3.58
17.9,0,P,F,1.35,2023,fortress_paradise,R1389,2.91
20.5,1,A,F,6.65,2013,tacobell_crow,R139,6.16
17.9,0,A,F,6.9,2023,fortress_paradise,R1390,3.95
17.9,0,P,F,1.85,2023,snake_tree_paradise,R1391_L1479,3.53
16.9,0,A,F,6.9,2024,F_paradise,R1391_L1479,3.828467468
17.9,0,P,M,1.85,2023,G_paradise,R1392,2.65
19.3,0,P,M,2.95,2023,E_paradise,R1392,3.01
